#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
1200000         -2102209.6560   -2102209.6560   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4497.2836       1179.0152       0.05692368      0.08538552      0.08538552      0.17077104      0.01423092      0.17077104      0.17077104      0.24576125      
1300000         -2086918.4587   -2086918.4587   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4487.8700       1174.0267       0.05704286      0.08556429      0.08556429      0.17112859      0.01426072      0.17112859      0.17112859      0.24418208      
1400000         -2098972.7279   -2098972.7279   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4491.7997       1176.1091       0.05699297      0.08548946      0.08548946      0.17097891      0.01424824      0.17097891      0.17097891      0.24484313      
1500000         -2195182.6795   -2195182.6795   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4532.3174       1197.5807       0.05648387      0.08472580      0.08472580      0.16945160      0.01412097      0.16945160      0.16945160      0.25158878      
1600000         -2131745.5244   -2131745.5244   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4512.4447       1187.0495       0.05673287      0.08509931      0.08509931      0.17019862      0.01418322      0.17019862      0.17019862      0.24828943      
1700000         -2010787.9236   -2010787.9236   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4457.8317       1158.1084       0.05742750      0.08614124      0.08614124      0.17228249      0.01435687      0.17228249      0.17228249      0.23908568      
1800000         -2059609.9479   -2059609.9479   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4477.9821       1168.7867       0.05716894      0.08575341      0.08575341      0.17150682      0.01429223      0.17150682      0.17150682      0.24251156      
1900000         -2098623.7929   -2098623.7929   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4494.6819       1177.6365       0.05695644      0.08543465      0.08543465      0.17086931      0.01423911      0.17086931      0.17086931      0.24532723      
2000000         -2061849.9411   -2061849.9411   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4479.9019       1169.8041       0.05714436      0.08571654      0.08571654      0.17143309      0.01428609      0.17143309      0.17143309      0.24283720      
2100000         -2070776.5456   -2070776.5456   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4484.8352       1172.4184       0.05708162      0.08562242      0.08562242      0.17124485      0.01427040      0.17124485      0.17124485      0.24366859      
2200000         -2096873.1222   -2096873.1222   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4494.8970       1177.7504       0.05695374      0.08543061      0.08543061      0.17086122      0.01423843      0.17086122      0.17086122      0.24536296      
2300000         -2128967.2757   -2128967.2757   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4507.3024       1184.3245       0.05679691      0.08519537      0.08519537      0.17039073      0.01419923      0.17039073      0.17039073      0.24744094      
2400000         -2120707.3196   -2120707.3196   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4504.0633       1182.6080       0.05683854      0.08525781      0.08525781      0.17051563      0.01420964      0.17051563      0.17051563      0.24688932      
2500000         -2118535.4594   -2118535.4594   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4499.5557       1180.2192       0.05689513      0.08534269      0.08534269      0.17068539      0.01422378      0.17068539      0.17068539      0.24613953      
2600000         -2139600.9604   -2139600.9604   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4507.5367       1184.4486       0.05679401      0.08519101      0.08519101      0.17038202      0.01419850      0.17038202      0.17038202      0.24747940      
2700000         -2181440.4085   -2181440.4085   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4524.7845       1193.5888       0.05657747      0.08486621      0.08486621      0.16973242      0.01414437      0.16973242      0.16973242      0.25034847      
2800000         -2170450.8386   -2170450.8386   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4524.0161       1193.1816       0.05658745      0.08488118      0.08488118      0.16976235      0.01414686      0.16976235      0.16976235      0.25021628      
2900000         -2111801.0393   -2111801.0393   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4497.8988       1179.3412       0.05691577      0.08537366      0.08537366      0.17074732      0.01422894      0.17074732      0.17074732      0.24586602      
3000000         -2060686.9052   -2060686.9052   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4479.1638       1169.4130       0.05715439      0.08573158      0.08573158      0.17146316      0.01428860      0.17146316      0.17146316      0.24270437      
3100000         -2051835.2185   -2051835.2185   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4478.8729       1169.2588       0.05715758      0.08573637      0.08573637      0.17147274      0.01428939      0.17147274      0.17147274      0.24266208      
3200000         -2038077.4653   -2038077.4653   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4472.7747       1166.0272       0.05723532      0.08585299      0.08585299      0.17170597      0.01430883      0.17170597      0.17170597      0.24163195      
3300000         -1995897.2522   -1995897.2522   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4451.2303       1154.6101       0.05751275      0.08626913      0.08626913      0.17253826      0.01437819      0.17253826      0.17253826      0.23795604      
3400000         -2068969.8934   -2068969.8934   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4483.5906       1171.7588       0.05709804      0.08564706      0.08564706      0.17129411      0.01427451      0.17129411      0.17129411      0.24345099      
3500000         -2086037.5082   -2086037.5082   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4489.0999       1174.6784       0.05702747      0.08554121      0.08554121      0.17108242      0.01425687      0.17108242      0.17108242      0.24438596      
3600000         -2071283.1003   -2071283.1003   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4484.3503       1172.1615       0.05708835      0.08563252      0.08563252      0.17126505      0.01427209      0.17126505      0.17126505      0.24357938      
3700000         -2032324.8993   -2032324.8993   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4471.5072       1165.3555       0.05725230      0.08587845      0.08587845      0.17175690      0.01431308      0.17175690      0.17175690      0.24140702      
3800000         -2020974.2150   -2020974.2150   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4465.3903       1162.1140       0.05733020      0.08599531      0.08599531      0.17199061      0.01433255      0.17199061      0.17199061      0.24037480      
3900000         -2029399.9991   -2029399.9991   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4466.3355       1162.6149       0.05731806      0.08597709      0.08597709      0.17195418      0.01432951      0.17195418      0.17195418      0.24053572      
4000000         -2016917.4195   -2016917.4195   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4463.4734       1161.0982       0.05735477      0.08603215      0.08603215      0.17206431      0.01433869      0.17206431      0.17206431      0.24004932      
4100000         -2009624.0858   -2009624.0858   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4459.4733       1158.9784       0.05740616      0.08610924      0.08610924      0.17221848      0.01435154      0.17221848      0.17221848      0.23936838      
4200000         -2018569.4562   -2018569.4562   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4464.1644       1161.4643       0.05734598      0.08601898      0.08601898      0.17203795      0.01433650      0.17203795      0.17203795      0.24016570      
