#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
3000000         -83267543.4018  -2976847.2947   0.0000          0.0000          0.0000          -80290696.1071  -64984880.7945  2574.7305       4852.5767       1367.2960       0.05275553      0.07913330      0.07913330      0.15826659      0.01318888      0.15826659      0.15826659      0.30098921      
3100000         -83272646.8706  -2976561.1315   0.0000          0.0000          0.0000          -80296085.7392  -64990275.6578  2571.7510       4850.2426       1366.0591       0.05278089      0.07917134      0.07917134      0.15834268      0.01319522      0.15834268      0.15834268      0.30065317      
3200000         -83317206.2226  -3009140.9981   0.0000          0.0000          0.0000          -80308065.2245  -65002365.7326  2717.7997       4860.3228       1371.4009       0.05267144      0.07900715      0.07900715      0.15801431      0.01316786      0.15801431      0.15801431      0.30210348      
3300000         -83311079.5987  -3007475.4415   0.0000          0.0000          0.0000          -80303604.1573  -64998114.5596  2928.5711       4860.5722       1371.5331       0.05266878      0.07900316      0.07900316      0.15800633      0.01316719      0.15800633      0.15800633      0.30213873      
3400000         -83334326.3849  -3031464.7168   0.0000          0.0000          0.0000          -80302861.6680  -64997296.2050  2875.8218       4867.1435       1375.0154       0.05259762      0.07889643      0.07889643      0.15779286      0.01314940      0.15779286      0.15779286      0.30308155      
3500000         -83312965.9781  -3017241.9912   0.0000          0.0000          0.0000          -80295723.9869  -64989962.7760  2664.7868       4862.7978       1372.7125       0.05264467      0.07896701      0.07896701      0.15793402      0.01316117      0.15793402      0.15793402      0.30245807      
3600000         -83315333.6636  -3025198.2950   0.0000          0.0000          0.0000          -80290135.3685  -64984252.5441  2560.6061       4867.7535       1375.3387       0.05259104      0.07888656      0.07888656      0.15777312      0.01314776      0.15777312      0.15777312      0.30316874      
3700000         -83258458.5362  -2976445.7424   0.0000          0.0000          0.0000          -80282012.7938  -64976252.3702  2618.2159       4849.3350       1365.5781       0.05279085      0.07918627      0.07918627      0.15837255      0.01319771      0.15837255      0.15837255      0.30052125      
3800000         -83238074.2662  -2960391.6983   0.0000          0.0000          0.0000          -80277682.5679  -64972013.3888  2698.3979       4846.1902       1363.9116       0.05282511      0.07923767      0.07923767      0.15847534      0.01320628      0.15847534      0.15847534      0.30006726      
3900000         -83269289.2415  -2978775.5954   0.0000          0.0000          0.0000          -80290513.6461  -64984701.5816  2569.3005       4850.1097       1365.9887       0.05278244      0.07917366      0.07917366      0.15834732      0.01319561      0.15834732      0.15834732      0.30063266      
4000000         -83255476.5592  -2972421.3616   0.0000          0.0000          0.0000          -80283055.1976  -64977298.9226  2619.1219       4848.4132       1365.0897       0.05280084      0.07920126      0.07920126      0.15840252      0.01320021      0.15840252      0.15840252      0.30038889      
4100000         -83282630.4473  -2980081.0715   0.0000          0.0000          0.0000          -80302549.3758  -64996890.4590  2731.4012       4852.6549       1367.3375       0.05275467      0.07913200      0.07913200      0.15826400      0.01318867      0.15826400      0.15826400      0.30100065      
4200000         -83293750.7149  -2991327.0610   0.0000          0.0000          0.0000          -80302423.6540  -64996919.4920  2906.5200       4858.4438       1370.4052       0.05269184      0.07903775      0.07903775      0.15807551      0.01317296      0.15807551      0.15807551      0.30183316      
4300000         -83323520.1634  -3018904.9564   0.0000          0.0000          0.0000          -80304615.2070  -64998966.2670  2794.0577       4867.6304       1375.2735       0.05259236      0.07888854      0.07888854      0.15777708      0.01314809      0.15777708      0.15777708      0.30315125      
4400000         -83288693.6830  -2978741.7533   0.0000          0.0000          0.0000          -80309951.9296  -65004169.6540  2614.8446       4854.5886       1368.3622       0.05273364      0.07910046      0.07910046      0.15820092      0.01318341      0.15820092      0.15820092      0.30127926      
4500000         -83278249.1865  -2974530.2510   0.0000          0.0000          0.0000          -80303718.9355  -64997958.4692  2621.2439       4850.2079       1366.0407       0.05278132      0.07917199      0.07917199      0.15834397      0.01319533      0.15834397      0.15834397      0.30064745      
4600000         -83301150.6893  -3002888.8035   0.0000          0.0000          0.0000          -80298261.8858  -64992495.1412  2635.0061       4855.9049       1369.0598       0.05271940      0.07907910      0.07907910      0.15815821      0.01317985      0.15815821      0.15815821      0.30146791      
4700000         -83298301.3064  -2999234.1599   0.0000          0.0000          0.0000          -80299067.1465  -64993467.3844  2807.0570       4857.3457       1369.8233       0.05270375      0.07905563      0.07905563      0.15811126      0.01317594      0.15811126      0.15811126      0.30167526      
4800000         -83320827.5677  -3017510.3376   0.0000          0.0000          0.0000          -80303317.2301  -64997671.4054  2778.3561       4862.2812       1372.4388       0.05265031      0.07897546      0.07897546      0.15795092      0.01316258      0.15795092      0.15795092      0.30238342      
4900000         -83350823.9333  -3037153.0431   0.0000          0.0000          0.0000          -80313670.8902  -65007815.9201  2601.5595       4871.4772       1377.3120       0.05255087      0.07882630      0.07882630      0.15765261      0.01313772      0.15765261      0.15765261      0.30370098      
5000000         -83347835.2163  -3022249.3354   0.0000          0.0000          0.0000          -80325585.8809  -65019744.0198  2601.8765       4867.8408       1375.3849       0.05259010      0.07888515      0.07888515      0.15777031      0.01314753      0.15777031      0.15777031      0.30318114      
5100000         -83375226.7981  -3042323.5047   0.0000          0.0000          0.0000          -80332903.2933  -65026946.8124  2508.7366       4873.9470       1378.6208       0.05252420      0.07878630      0.07878630      0.15757259      0.01313105      0.15757259      0.15757259      0.30405438      
5200000         -83335459.2862  -3020811.1754   0.0000          0.0000          0.0000          -80314648.1109  -65008855.7538  2640.7008       4864.8048       1373.7761       0.05262294      0.07893441      0.07893441      0.15786881      0.01315573      0.15786881      0.15786881      0.30274608      
5300000         -83314379.1020  -3001742.0898   0.0000          0.0000          0.0000          -80312637.0121  -65006912.3354  2683.4860       4857.7277       1370.0257       0.05269963      0.07904944      0.07904944      0.15809888      0.01317491      0.15809888      0.15809888      0.30172993      
5400000         -83296391.3582  -2981484.4237   0.0000          0.0000          0.0000          -80314906.9345  -65009130.2791  2618.8697       4854.1351       1368.1219       0.05273859      0.07910789      0.07910789      0.15821578      0.01318465      0.15821578      0.15821578      0.30121362      
5500000         -83316974.2365  -3010941.2865   0.0000          0.0000          0.0000          -80306032.9500  -65000240.6616  2634.7392       4863.0905       1372.8676       0.05264146      0.07896219      0.07896219      0.15792437      0.01316036      0.15792437      0.15792437      0.30250069      
5600000         -83291159.4279  -2983322.5497   0.0000          0.0000          0.0000          -80307836.8782  -65001981.8333  2528.8289       4850.8229       1366.3667       0.05277458      0.07916186      0.07916186      0.15832373      0.01319364      0.15832373      0.15832373      0.30073687      
5700000         -83275235.7566  -2973416.9001   0.0000          0.0000          0.0000          -80301818.8564  -64996187.0572  2747.6990       4849.5791       1365.7075       0.05278813      0.07918220      0.07918220      0.15836440      0.01319703      0.15836440      0.15836440      0.30055722      
5800000         -83299387.9193  -2999793.8436   0.0000          0.0000          0.0000          -80299594.0757  -64994074.6926  2880.8066       4855.4611       1368.8246       0.05272424      0.07908635      0.07908635      0.15817271      0.01318106      0.15817271      0.15817271      0.30140387      
5900000         -83311279.5870  -3015195.8388   0.0000          0.0000          0.0000          -80296083.7482  -64990431.7165  2774.8037       4863.0359       1372.8387       0.05264205      0.07896308      0.07896308      0.15792616      0.01316051      0.15792616      0.15792616      0.30249280      
6000000         -83318490.7013  -3012378.1055   0.0000          0.0000          0.0000          -80306112.5958  -65000479.1301  2782.1273       4859.8399       1371.1450       0.05267667      0.07901501      0.07901501      0.15803001      0.01316917      0.15803001      0.15803001      0.30203411      
6100000         -83345042.2804  -3029449.6960   0.0000          0.0000          0.0000          -80315592.5844  -65010012.6339  2850.0302       4863.9300       1373.3125       0.05263238      0.07894858      0.07894858      0.15789715      0.01315810      0.15789715      0.15789715      0.30262091      
6200000         -83371255.1386  -3056501.5632   0.0000          0.0000          0.0000          -80314753.5755  -65009047.5907  2757.6830       4873.5064       1378.3873       0.05252897      0.07879345      0.07879345      0.15758691      0.01313224      0.15758691      0.15758691      0.30399116      
6300000         -83343231.6027  -3037116.0254   0.0000          0.0000          0.0000          -80306115.5772  -65000549.8301  2878.4698       4867.9770       1375.4571       0.05258861      0.07888292      0.07888292      0.15776583      0.01314715      0.15776583      0.15776583      0.30320092      
6400000         -83334476.7309  -3019853.6477   0.0000          0.0000          0.0000          -80314623.0832  -65008867.1537  2681.0200       4865.9111       1374.3623       0.05261097      0.07891646      0.07891646      0.15783292      0.01315274      0.15783292      0.15783292      0.30290459      
6500000         -83390616.3489  -3062850.0460   0.0000          0.0000          0.0000          -80327766.3030  -65021789.2999  2511.7475       4880.6368       1382.1660       0.05245221      0.07867832      0.07867832      0.15735663      0.01311305      0.15735663      0.15735663      0.30500821      
6600000         -83401613.3812  -3071309.5113   0.0000          0.0000          0.0000          -80330303.8699  -65024393.4919  2589.4170       4883.7765       1383.8298       0.05241851      0.07862777      0.07862777      0.15725554      0.01310463      0.15725554      0.15725554      0.30545468      
6700000         -83328063.1885  -3008335.9273   0.0000          0.0000          0.0000          -80319727.2612  -65014046.5932  2754.9273       4865.5261       1374.1583       0.05261510      0.07892265      0.07892265      0.15784531      0.01315378      0.15784531      0.15784531      0.30284989      
6800000         -83326749.3538  -3012822.6283   0.0000          0.0000          0.0000          -80313926.7256  -65008297.0330  2808.5743       4866.2855       1374.5608       0.05260692      0.07891038      0.07891038      0.15782077      0.01315173      0.15782077      0.15782077      0.30295828      
6900000         -83330879.7926  -3013339.9945   0.0000          0.0000          0.0000          -80317539.7981  -65011866.0193  2773.3996       4868.8189       1375.9033       0.05257971      0.07886957      0.07886957      0.15773913      0.01314493      0.15773913      0.15773913      0.30331884      
7000000         -83350825.8689  -3024948.8069   0.0000          0.0000          0.0000          -80325877.0620  -65019956.6117  2531.6340       4870.2135       1376.6423       0.05256448      0.07884672      0.07884672      0.15769344      0.01314112      0.15769344      0.15769344      0.30352064      
7100000         -83350116.8434  -3028120.0861   0.0000          0.0000          0.0000          -80321996.7572  -65016116.0496  2562.5733       4867.7109       1375.3161       0.05259163      0.07888744      0.07888744      0.15777489      0.01314791      0.15777489      0.15777489      0.30316091      
7200000         -83327605.9643  -3014168.7754   0.0000          0.0000          0.0000          -80313437.1889  -65007817.6491  2811.9286       4864.3529       1373.5366       0.05262783      0.07894175      0.07894175      0.15788349      0.01315696      0.15788349      0.15788349      0.30268124      
7300000         -83331921.1055  -3016189.0420   0.0000          0.0000          0.0000          -80315732.0635  -65010103.7745  2799.9060       4863.4224       1373.0435       0.05263787      0.07895681      0.07895681      0.15791361      0.01315947      0.15791361      0.15791361      0.30254822      
7400000         -83328524.2957  -3002941.7607   0.0000          0.0000          0.0000          -80325582.5350  -65019822.1992  2660.0931       4861.2146       1371.8736       0.05266177      0.07899266      0.07899266      0.15798532      0.01316544      0.15798532      0.15798532      0.30223152      
7500000         -83336358.7507  -3006348.9684   0.0000          0.0000          0.0000          -80330009.7822  -65024230.1346  2643.0023       4861.8460       1372.2081       0.05265493      0.07898239      0.07898239      0.15796478      0.01316373      0.15796478      0.15796478      0.30232223      
7600000         -83316452.5310  -3006925.0809   0.0000          0.0000          0.0000          -80309527.4500  -65003891.6366  2782.6803       4860.6645       1371.5820       0.05266775      0.07900162      0.07900162      0.15800324      0.01316694      0.15800324      0.15800324      0.30215234      
7700000         -83341225.8178  -3017288.2063   0.0000          0.0000          0.0000          -80323937.6114  -65018225.7625  2731.8988       4867.8436       1375.3865       0.05259007      0.07888510      0.07888510      0.15777020      0.01314752      0.15777020      0.15777020      0.30318162      
7800000         -83336129.9920  -3017497.4581   0.0000          0.0000          0.0000          -80318632.5339  -65012839.4345  2637.9320       4864.2287       1373.4708       0.05262914      0.07894371      0.07894371      0.15788743      0.01315729      0.15788743      0.15788743      0.30266387      
7900000         -83350303.8094  -3026815.3411   0.0000          0.0000          0.0000          -80323488.4682  -65017602.7831  2566.1843       4870.1524       1376.6100       0.05256516      0.07884773      0.07884773      0.15769547      0.01314129      0.15769547      0.15769547      0.30351167      
8000000         -83323362.9508  -3006580.7382   0.0000          0.0000          0.0000          -80316782.2126  -65010892.4073  2529.8283       4860.9886       1371.7537       0.05266425      0.07899637      0.07899637      0.15799274      0.01316606      0.15799274      0.15799274      0.30219873      
8100000         -83336686.7106  -3030083.9523   0.0000          0.0000          0.0000          -80306602.7583  -65000880.8822  2724.6957       4868.6465       1375.8119       0.05258140      0.07887210      0.07887210      0.15774421      0.01314535      0.15774421      0.15774421      0.30329642      
8200000         -83334605.9600  -3024693.3168   0.0000          0.0000          0.0000          -80309912.6432  -65004231.5945  2761.8382       4867.5989       1375.2568       0.05259274      0.07888911      0.07888911      0.15777822      0.01314818      0.15777822      0.15777822      0.30314621      
8300000         -83342315.5958  -3041455.2980   0.0000          0.0000          0.0000          -80300860.2978  -64995365.8083  2967.4910       4873.0268       1378.1332       0.05253414      0.07880121      0.07880121      0.15760242      0.01313353      0.15760242      0.15760242      0.30392265      
8400000         -83360961.3346  -3047380.7525   0.0000          0.0000          0.0000          -80313580.5820  -65007895.9416  2777.2429       4872.9991       1378.1185       0.05253441      0.07880161      0.07880161      0.15760322      0.01313360      0.15760322      0.15760322      0.30391911      
8500000         -83379782.1048  -3053635.8469   0.0000          0.0000          0.0000          -80326146.2579  -65020328.5302  2668.9336       4880.0429       1381.8512       0.05245861      0.07868792      0.07868792      0.15737584      0.01311465      0.15737584      0.15737584      0.30492339      
8600000         -83374363.6464  -3052952.3168   0.0000          0.0000          0.0000          -80321411.3296  -65015589.0365  2654.5241       4877.2445       1380.3683       0.05248868      0.07873303      0.07873303      0.15746605      0.01312217      0.15746605      0.15746605      0.30452493      
8700000         -83365110.5154  -3043508.4404   0.0000          0.0000          0.0000          -80321602.0750  -65015820.0033  2679.7165       4872.9721       1378.1042       0.05253471      0.07880206      0.07880206      0.15760412      0.01313368      0.15760412      0.15760412      0.30391513      
8800000         -83354021.6658  -3033119.7019   0.0000          0.0000          0.0000          -80320901.9639  -65015183.3920  2730.5307       4869.3659       1376.1931       0.05257365      0.07886048      0.07886048      0.15772096      0.01314341      0.15772096      0.15772096      0.30339911      
8900000         -83321209.9462  -3012279.0188   0.0000          0.0000          0.0000          -80308930.9275  -65003396.9088  2900.5686       4865.2395       1374.0065       0.05261827      0.07892740      0.07892740      0.15785481      0.01315457      0.15785481      0.15785481      0.30280794      
9000000         -83372054.7275  -3057264.6370   0.0000          0.0000          0.0000          -80314790.0906  -65009158.9174  2841.8097       4876.1545       1379.7906       0.05250045      0.07875068      0.07875068      0.15750136      0.01312511      0.15750136      0.15750136      0.30436897      
9100000         -83333557.1360  -3033748.5586   0.0000          0.0000          0.0000          -80299808.5774  -64994288.6269  2920.7255       4866.9704       1374.9237       0.05259949      0.07889924      0.07889924      0.15779848      0.01314987      0.15779848      0.15779848      0.30305673      
9200000         -83344260.6526  -3034857.0953   0.0000          0.0000          0.0000          -80309403.5574  -65003753.9939  2797.9747       4868.9212       1375.9575       0.05257842      0.07886764      0.07886764      0.15773527      0.01314461      0.15773527      0.15773527      0.30333588      
9300000         -83311700.5308  -3011311.4651   0.0000          0.0000          0.0000          -80300389.0656  -64994663.8992  2692.6804       4860.4806       1371.4846       0.05266980      0.07900470      0.07900470      0.15800940      0.01316745      0.15800940      0.15800940      0.30212515      
9400000         -83311437.3440  -3012460.7314   0.0000          0.0000          0.0000          -80298976.6126  -64993255.8320  2695.1453       4859.9346       1371.1952       0.05267562      0.07901343      0.07901343      0.15802686      0.01316891      0.15802686      0.15802686      0.30204802      
9500000         -83276703.4306  -2981294.7755   0.0000          0.0000          0.0000          -80295408.6551  -64989651.7927  2618.4913       4848.4009       1365.0831       0.05280096      0.07920144      0.07920144      0.15840288      0.01320024      0.15840288      0.15840288      0.30038729      
9600000         -83291354.6506  -2992518.3860   0.0000          0.0000          0.0000          -80298836.2646  -64993115.3449  2685.3679       4857.1946       1369.7432       0.05270537      0.07905806      0.07905806      0.15811611      0.01317634      0.15811611      0.15811611      0.30165385      
9700000         -83311944.0487  -3008043.5160   0.0000          0.0000          0.0000          -80303900.5327  -64998187.4569  2702.7017       4859.8924       1371.1728       0.05267613      0.07901420      0.07901420      0.15802839      0.01316903      0.15802839      0.15802839      0.30204126      
9800000         -83331589.4957  -3024350.2988   0.0000          0.0000          0.0000          -80307239.1969  -65001619.1524  2813.7825       4865.0234       1373.8919       0.05262055      0.07893083      0.07893083      0.15786166      0.01315514      0.15786166      0.15786166      0.30277766      
9900000         -83320340.8997  -3021294.1008   0.0000          0.0000          0.0000          -80299046.7989  -64993391.0450  2774.9255       4864.1286       1373.4178       0.05263037      0.07894555      0.07894555      0.15789111      0.01315759      0.15789111      0.15789111      0.30264761      
10000000        -83340488.8133  -3033195.9780   0.0000          0.0000          0.0000          -80307292.8353  -65001538.7167  2693.9126       4869.0613       1376.0318       0.05257699      0.07886548      0.07886548      0.15773097      0.01314425      0.15773097      0.15773097      0.30335489      
10100000        -83376527.0066  -3061740.9036   0.0000          0.0000          0.0000          -80314786.1029  -65008929.6148  2623.8873       4878.2560       1380.9043       0.05247780      0.07871669      0.07871669      0.15743339      0.01311945      0.15743339      0.15743339      0.30466920      
10200000        -83346495.7905  -3039044.4060   0.0000          0.0000          0.0000          -80307451.3845  -65001628.0844  2630.4272       4870.6806       1376.8899       0.05255942      0.07883913      0.07883913      0.15767827      0.01313986      0.15767827      0.15767827      0.30358765      
10300000        -83345931.8575  -3038339.3754   0.0000          0.0000          0.0000          -80307592.4820  -65001814.5383  2670.9072       4869.2943       1376.1552       0.05257440      0.07886161      0.07886161      0.15772321      0.01314360      0.15772321      0.15772321      0.30338916      
10400000        -83362074.3680  -3056289.3182   0.0000          0.0000          0.0000          -80305785.0498  -65000003.2914  2682.3671       4873.6365       1378.4563       0.05252754      0.07879132      0.07879132      0.15758263      0.01313189      0.15758263      0.15758263      0.30401005      
10500000        -83352124.0890  -3044419.4292   0.0000          0.0000          0.0000          -80307704.6599  -65001820.9427  2576.7527       4872.5973       1377.9056       0.05253877      0.07880815      0.07880815      0.15761631      0.01313469      0.15761631      0.15761631      0.30386130      
10600000        -83332211.2908  -3027773.7856   0.0000          0.0000          0.0000          -80304437.5052  -64998786.9445  2796.6935       4868.8404       1375.9147       0.05257931      0.07886896      0.07886896      0.15773792      0.01314483      0.15773792      0.15773792      0.30332417      
10700000        -83278400.0732  -2982239.9926   0.0000          0.0000          0.0000          -80296160.0806  -64990446.9589  2694.4359       4857.5557       1369.9345       0.05270145      0.07905218      0.07905218      0.15810436      0.01317536      0.15810436      0.15810436      0.30170576      
10800000        -83280608.7913  -2986276.4489   0.0000          0.0000          0.0000          -80294332.3424  -64988788.6289  2864.6263       4857.7780       1370.0524       0.05269906      0.07904858      0.07904858      0.15809717      0.01317476      0.15809717      0.15809717      0.30173751      
10900000        -83254796.2961  -2964859.8651   0.0000          0.0000          0.0000          -80289936.4310  -64984478.5881  2925.6407       4850.7120       1366.3079       0.05277584      0.07916375      0.07916375      0.15832751      0.01319396      0.15832751      0.15832751      0.30072017      
11000000        -83245285.0730  -2962020.9884   0.0000          0.0000          0.0000          -80283264.0846  -64977818.7332  2925.2193       4847.0412       1364.3626       0.05281579      0.07922369      0.07922369      0.15844738      0.01320395      0.15844738      0.15844738      0.30019076      
11100000        -83269258.8118  -2989972.2314   0.0000          0.0000          0.0000          -80279286.5804  -64973811.2088  2914.9510       4852.6562       1367.3382       0.05275466      0.07913199      0.07913199      0.15826398      0.01318867      0.15826398      0.15826398      0.30100075      
11200000        -83281335.0680  -2996298.7658   0.0000          0.0000          0.0000          -80285036.3022  -64979508.5708  2878.8101       4857.2668       1369.7815       0.05270465      0.07905697      0.07905697      0.15811395      0.01317616      0.15811395      0.15811395      0.30166340      
11300000        -83224547.1833  -2938403.1729   0.0000          0.0000          0.0000          -80286144.0104  -64980663.6198  2868.4403       4840.8611       1361.0876       0.05288321      0.07932481      0.07932481      0.15864962      0.01322080      0.15864962      0.15864962      0.29929752      
11400000        -83245242.0293  -2958713.5485   0.0000          0.0000          0.0000          -80286528.4808  -64980959.8644  2808.7027       4848.9596       1365.3792       0.05279494      0.07919241      0.07919241      0.15838482      0.01319874      0.15838482      0.15838482      0.30046704      
11500000        -83210572.9759  -2936426.6378   0.0000          0.0000          0.0000          -80274146.3382  -64968598.6104  2790.0280       4837.7127       1359.4191       0.05291774      0.07937662      0.07937662      0.15875323      0.01322944      0.15875323      0.15875323      0.29883990      
