#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
12000           -51898.7559     -51898.7559     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3422.4650       609.4355        0.07479992      0.11219988      0.11219988      0.22439975      0.01869998      0.22439975      0.22439975      0.00890109      
13000           -53129.0126     -53129.0126     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3424.8840       610.7174        0.07474709      0.11212064      0.11212064      0.22424128      0.01868677      0.22424128      0.22424128      0.00960100      
14000           -56804.8731     -56804.8731     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.5200       611.5844        0.07471146      0.11206719      0.11206719      0.22413438      0.01867787      0.22413438      0.22413438      0.01007313      
15000           -56450.9107     -56450.9107     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3425.1130       610.8388        0.07474208      0.11211312      0.11211312      0.22422623      0.01868552      0.22422623      0.22422623      0.00966746      
16000           -52903.3421     -52903.3421     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3423.0640       609.7529        0.07478693      0.11218040      0.11218040      0.22436080      0.01869673      0.22436080      0.22436080      0.00907313      
17000           -51514.7343     -51514.7343     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3421.3220       608.8298        0.07482490      0.11223735      0.11223735      0.22447469      0.01870622      0.22447469      0.22447469      0.00857011      
18000           -53327.1765     -53327.1765     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3423.6180       610.0465        0.07477475      0.11216212      0.11216212      0.22432425      0.01869369      0.22432425      0.22432425      0.00923457      
19000           -42662.8237     -42662.8237     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3418.0510       607.0964        0.07489657      0.11234486      0.11234486      0.22468972      0.01872414      0.22468972      0.22468972      0.00762041      
20000           -45105.2749     -45105.2749     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3419.9460       608.1006        0.07485504      0.11228256      0.11228256      0.22456512      0.01871376      0.22456512      0.22456512      0.00817074      
21000           -58292.3392     -58292.3392     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.0380       611.8589        0.07470013      0.11205020      0.11205020      0.22410039      0.01867503      0.22410039      0.22410039      0.01022327      
22000           -85551.1639     -85551.1639     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3441.6610       619.6081        0.07438275      0.11157412      0.11157412      0.22314824      0.01859569      0.22314824      0.22314824      0.01442859      
23000           -71875.6378     -71875.6378     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3434.6220       615.8779        0.07453525      0.11180287      0.11180287      0.22360574      0.01863381      0.22360574      0.22360574      0.01240799      
24000           -59197.9283     -59197.9283     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.6710       611.6644        0.07470810      0.11206216      0.11206216      0.22412431      0.01867703      0.22412431      0.22412431      0.01011762      
25000           -59460.5920     -59460.5920     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.5590       612.1350        0.07468875      0.11203312      0.11203312      0.22406625      0.01867219      0.22406625      0.22406625      0.01037408      
26000           -60914.6816     -60914.6816     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3428.8760       612.8329        0.07466008      0.11199012      0.11199012      0.22398025      0.01866502      0.22398025      0.22398025      0.01075391      
27000           -57829.7911     -57829.7911     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.9950       611.8361        0.07470126      0.11205188      0.11205188      0.22410377      0.01867531      0.22410377      0.22410377      0.01020836      
28000           -54292.9549     -54292.9549     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3423.4640       609.9649        0.07477827      0.11216741      0.11216741      0.22433482      0.01869457      0.22433482      0.22433482      0.00918789      
29000           -47292.1797     -47292.1797     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3421.5920       608.9729        0.07481905      0.11222858      0.11222858      0.22445716      0.01870476      0.22445716      0.22445716      0.00864752      
30000           -56682.7960     -56682.7960     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.6130       611.6337        0.07470954      0.11206431      0.11206431      0.22412863      0.01867739      0.22412863      0.22412863      0.01009857      
31000           -57830.3264     -57830.3264     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.6810       611.6697        0.07470798      0.11206197      0.11206197      0.22412394      0.01867699      0.22412394      0.22412394      0.01011928      
32000           -56283.0031     -56283.0031     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3425.2530       610.9130        0.07473908      0.11210862      0.11210862      0.22421724      0.01868477      0.22421724      0.22421724      0.00970717      
33000           -63280.3855     -63280.3855     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3428.6650       612.7211        0.07466467      0.11199701      0.11199701      0.22399401      0.01866617      0.22399401      0.22399401      0.01069312      
34000           -59474.6769     -59474.6769     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.7330       611.6972        0.07470680      0.11206020      0.11206020      0.22412040      0.01867670      0.22412040      0.22412040      0.01013488      
35000           -54856.4071     -54856.4071     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3424.6310       610.5833        0.07475259      0.11212889      0.11212889      0.22425778      0.01868815      0.22425778      0.22425778      0.00952814      
36000           -61908.8236     -61908.8236     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3429.2730       613.0433        0.07465145      0.11197717      0.11197717      0.22395434      0.01866286      0.22395434      0.22395434      0.01086832      
37000           -52439.7710     -52439.7710     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3423.6130       610.0439        0.07477487      0.11216230      0.11216230      0.22432460      0.01869372      0.22432460      0.22432460      0.00923301      
38000           -60019.7502     -60019.7502     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.4940       612.1005        0.07469024      0.11203536      0.11203536      0.22407071      0.01867256      0.22407071      0.22407071      0.01035435      
39000           -58953.5435     -58953.5435     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.7780       611.7211        0.07470578      0.11205867      0.11205867      0.22411734      0.01867644      0.22411734      0.22411734      0.01014842      
40000           -60796.4145     -60796.4145     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.9180       612.3252        0.07468107      0.11202161      0.11202161      0.22404322      0.01867027      0.22404322      0.22404322      0.01047578      
41000           -61640.7836     -61640.7836     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3428.9950       612.8960        0.07465757      0.11198635      0.11198635      0.22397271      0.01866439      0.22397271      0.22397271      0.01078720      
42000           -57019.4545     -57019.4545     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3426.8210       611.7439        0.07470487      0.11205730      0.11205730      0.22411460      0.01867622      0.22411460      0.22411460      0.01016052      
43000           -57308.3996     -57308.3996     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.6190       612.1668        0.07468746      0.11203119      0.11203119      0.22406239      0.01867187      0.22406239      0.22406239      0.01039111      
44000           -58483.7259     -58483.7259     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3427.5950       612.1540        0.07468803      0.11203204      0.11203204      0.22406408      0.01867201      0.22406408      0.22406408      0.01038365      
45000           -62765.6022     -62765.6022     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3428.6480       612.7121        0.07466504      0.11199756      0.11199756      0.22399513      0.01866626      0.22399513      0.22399513      0.01068818      
46000           -55586.2135     -55586.2135     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3424.9880       610.7725        0.07474489      0.11211734      0.11211734      0.22423467      0.01868622      0.22423467      0.22423467      0.00963020      
47000           -70421.6893     -70421.6893     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3434.3360       615.7263        0.07454138      0.11181207      0.11181207      0.22362414      0.01863535      0.22362414      0.22362414      0.01232671      
48000           -66858.6854     -66858.6854     0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          3430.3890       613.6347        0.07462720      0.11194080      0.11194080      0.22388160      0.01865680      0.22388160      0.22388160      0.01118958      
