#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
1500000         -83467266.7712  -3141399.6075   0.0000          0.0000          0.0000          -80325867.1636  -65019928.1648  2645.1102       4907.7449       1396.5314       0.05216247      0.07824371      0.07824371      0.15648741      0.01304062      0.15648741      0.15648741      0.30884725      
1600000         -83446203.5554  -3119013.5592   0.0000          0.0000          0.0000          -80327189.9962  -65021431.2158  2817.5866       4905.5440       1395.3651       0.05218591      0.07827887      0.07827887      0.15655774      0.01304648      0.15655774      0.15655774      0.30853664      
1700000         -83436578.5002  -3106808.2494   0.0000          0.0000          0.0000          -80329770.2508  -65023928.7285  2715.0571       4899.9189       1392.3841       0.05224583      0.07836875      0.07836875      0.15673749      0.01306146      0.15673749      0.15673749      0.30774274      
1800000         -83449775.6753  -3118549.8796   0.0000          0.0000          0.0000          -80331225.7957  -65025411.6404  2749.0890       4901.8136       1393.3882       0.05222559      0.07833838      0.07833838      0.15667676      0.01305640      0.15667676      0.15667676      0.30801097      
1900000         -83445557.6748  -3111585.7779   0.0000          0.0000          0.0000          -80333971.8969  -65028242.2085  2817.1036       4897.1366       1390.9097       0.05227554      0.07841331      0.07841331      0.15682662      0.01306889      0.15682662      0.15682662      0.30734909      
2000000         -83464083.9894  -3127677.9673   0.0000          0.0000          0.0000          -80336406.0220  -65030735.3245  2885.3940       4899.7802       1392.3106       0.05224731      0.07837096      0.07837096      0.15674193      0.01306183      0.15674193      0.15674193      0.30772316      
2100000         -83462834.0774  -3127012.7980   0.0000          0.0000          0.0000          -80335821.2794  -65030122.9150  2874.1808       4904.4576       1394.7893       0.05219752      0.07829628      0.07829628      0.15659255      0.01304938      0.15659255      0.15659255      0.30838290      
2200000         -83520966.1230  -3177676.8126   0.0000          0.0000          0.0000          -80343289.3104  -65037453.4530  2790.4098       4919.7294       1402.8824       0.05203542      0.07805312      0.07805312      0.15610625      0.01300885      0.15610625      0.15610625      0.31053075      
2300000         -83540470.9176  -3196849.2207   0.0000          0.0000          0.0000          -80343621.6969  -65037815.8755  2838.6731       4924.9110       1405.6282       0.05198066      0.07797099      0.07797099      0.15594197      0.01299516      0.15594197      0.15594197      0.31125629      
2400000         -83537516.0231  -3198468.4957   0.0000          0.0000          0.0000          -80339047.5273  -65033315.8389  2913.7620       4925.1828       1405.7723       0.05197781      0.07796672      0.07796672      0.15593344      0.01299445      0.15593344      0.15593344      0.31129397      
2500000         -83534447.6470  -3192910.5972   0.0000          0.0000          0.0000          -80341537.0499  -65035728.2791  2829.0526       4923.0146       1404.6232       0.05200071      0.07800106      0.07800106      0.15600212      0.01300018      0.15600212      0.15600212      0.31099066      
2600000         -83507950.3326  -3156633.8569   0.0000          0.0000          0.0000          -80351316.4757  -65045507.8122  2793.1947       4912.7906       1399.2052       0.05210892      0.07816338      0.07816338      0.15632677      0.01302723      0.15632677      0.15632677      0.30955677      
2700000         -83545444.0833  -3183126.2845   0.0000          0.0000          0.0000          -80362317.7988  -65056504.0918  2822.7020       4922.6125       1404.4102       0.05200495      0.07800743      0.07800743      0.15601486      0.01300124      0.15601486      0.15601486      0.31093437      
2800000         -83511445.5311  -3166289.5688   0.0000          0.0000          0.0000          -80345155.9623  -65039307.3223  2775.4091       4919.0989       1402.5482       0.05204207      0.07806311      0.07806311      0.15612622      0.01301052      0.15612622      0.15612622      0.31044251      
2900000         -83525503.2762  -3178365.5739   0.0000          0.0000          0.0000          -80347137.7023  -65041415.9027  2912.6729       4922.0620       1404.1185       0.05201075      0.07801612      0.07801612      0.15603225      0.01300269      0.15603225      0.15603225      0.31085757      
3000000         -83511890.0495  -3165518.9576   0.0000          0.0000          0.0000          -80346371.0919  -65040710.7540  2953.0216       4916.0601       1400.9379       0.05207427      0.07811140      0.07811140      0.15622280      0.01301857      0.15622280      0.15622280      0.31001597      
3100000         -83528475.2527  -3182892.6853   0.0000          0.0000          0.0000          -80345582.5674  -65039908.7026  2971.1310       4925.0535       1405.7038       0.05197914      0.07796872      0.07796872      0.15593743      0.01299479      0.15593743      0.15593743      0.31127634      
3200000         -83552741.9964  -3188072.0170   0.0000          0.0000          0.0000          -80364669.9794  -65059113.5500  3088.2640       4924.9676       1405.6582       0.05198010      0.07797016      0.07797016      0.15594031      0.01299503      0.15594031      0.15594031      0.31126362      
3300000         -83543332.5313  -3175634.3180   0.0000          0.0000          0.0000          -80367698.2133  -65062036.6566  2978.4455       4923.6340       1404.9515       0.05199415      0.07799122      0.07799122      0.15598245      0.01299854      0.15598245      0.15598245      0.31107753      
3400000         -83605020.4110  -3220039.8981   0.0000          0.0000          0.0000          -80384980.5129  -65079130.0514  2839.4373       4937.8184       1412.4682       0.05184480      0.07776720      0.07776720      0.15553440      0.01296120      0.15553440      0.15553440      0.31305641      
3500000         -83632564.9394  -3238938.1399   0.0000          0.0000          0.0000          -80393626.7996  -65087777.6807  2857.2054       4942.4877       1414.9427       0.05179582      0.07769373      0.07769373      0.15538746      0.01294895      0.15538746      0.15538746      0.31370540      
3600000         -83610445.6145  -3221115.9847   0.0000          0.0000          0.0000          -80389329.6297  -65083370.8875  2735.3367       4939.0066       1413.0979       0.05183231      0.07774846      0.07774846      0.15549692      0.01295808      0.15549692      0.15549692      0.31322196      
3700000         -83638354.2550  -3255098.2253   0.0000          0.0000          0.0000          -80383256.0297  -65077243.3339  2704.1944       4945.4914       1416.5344       0.05176434      0.07764651      0.07764651      0.15529301      0.01294108      0.15529301      0.15529301      0.31412252      
3800000         -83629995.3841  -3253204.4715   0.0000          0.0000          0.0000          -80376790.9125  -65070794.1407  2724.7442       4946.8064       1417.2313       0.05175061      0.07762591      0.07762591      0.15525183      0.01293765      0.15525183      0.15525183      0.31430443      
3900000         -83597811.7453  -3229024.0153   0.0000          0.0000          0.0000          -80368787.7301  -65062945.8423  2839.6315       4935.4363       1411.2059       0.05186980      0.07780470      0.07780470      0.15560940      0.01296745      0.15560940      0.15560940      0.31272516      
4000000         -83597798.4640  -3219743.0544   0.0000          0.0000          0.0000          -80378055.4096  -65072243.7240  2876.0258       4937.1965       1412.1387       0.05185131      0.07777696      0.07777696      0.15555392      0.01296283      0.15555392      0.15555392      0.31297019      
4100000         -83603709.0148  -3227583.1713   0.0000          0.0000          0.0000          -80376125.8435  -65070411.6128  2982.5449       4939.7732       1413.5042       0.05182429      0.07773644      0.07773644      0.15547287      0.01295607      0.15547287      0.15547287      0.31332816      
4200000         -83560235.6274  -3194081.4565   0.0000          0.0000          0.0000          -80366154.1710  -65060557.5515  3052.2869       4926.1652       1406.2929       0.05196750      0.07795125      0.07795125      0.15590250      0.01299187      0.15590250      0.15590250      0.31143063      
4300000         -83554234.0511  -3192164.8197   0.0000          0.0000          0.0000          -80362069.2314  -65056457.0241  3033.4360       4925.2376       1405.8013       0.05197723      0.07796584      0.07796584      0.15593168      0.01299431      0.15593168      0.15593168      0.31130174      
4400000         -83561365.9294  -3194052.3578   0.0000          0.0000          0.0000          -80367313.5715  -65061614.6262  2956.9759       4928.1594       1407.3496       0.05194642      0.07791963      0.07791963      0.15583925      0.01298660      0.15583925      0.15583925      0.31170996      
4500000         -83593382.1847  -3215904.5216   0.0000          0.0000          0.0000          -80377477.6631  -65071541.2166  2746.3628       4935.8030       1411.4002       0.05186605      0.07779908      0.07779908      0.15559816      0.01296651      0.15559816      0.15559816      0.31277477      
4600000         -83644307.3788  -3251385.2753   0.0000          0.0000          0.0000          -80392922.1036  -65086908.9214  2716.6282       4949.1642       1418.4808       0.05172592      0.07758889      0.07758889      0.15517777      0.01293148      0.15517777      0.15517777      0.31463150      
4700000         -83616740.0005  -3236510.2102   0.0000          0.0000          0.0000          -80380229.7903  -65074263.8295  2736.6305       4941.4265       1414.3803       0.05180693      0.07771040      0.07771040      0.15542080      0.01295173      0.15542080      0.15542080      0.31355815      
4800000         -83623990.3792  -3242338.3651   0.0000          0.0000          0.0000          -80381652.0140  -65075748.3987  2797.7253       4941.0710       1414.1919       0.05181073      0.07771610      0.07771610      0.15543220      0.01295268      0.15543220      0.15543220      0.31350778      
4900000         -83666286.1434  -3261853.9342   0.0000          0.0000          0.0000          -80404432.2092  -65098476.5962  2784.0008       4951.9511       1419.9576       0.05169681      0.07754522      0.07754522      0.15509043      0.01292420      0.15509043      0.15509043      0.31501726      
5000000         -83675466.3444  -3267313.9514   0.0000          0.0000          0.0000          -80408152.3930  -65102101.6711  2697.7773       4954.4770       1421.2962       0.05167046      0.07750569      0.07750569      0.15501137      0.01291761      0.15501137      0.15501137      0.31536643      
5100000         -83673670.2148  -3260317.7603   0.0000          0.0000          0.0000          -80413352.4545  -65107281.0005  2678.0711       4954.7686       1421.4507       0.05166745      0.07750117      0.07750117      0.15500235      0.01291686      0.15500235      0.15500235      0.31540631      
5200000         -83639326.1780  -3244716.8631   0.0000          0.0000          0.0000          -80394609.3149  -65088594.9268  2699.3989       4944.6092       1416.0669       0.05177358      0.07766036      0.07766036      0.15532073      0.01294339      0.15532073      0.15532073      0.31400012      
5300000         -83617441.7673  -3233848.1261   0.0000          0.0000          0.0000          -80383593.6411  -65077535.2407  2641.3878       4940.6297       1413.9580       0.05181529      0.07772293      0.07772293      0.15544586      0.01295382      0.15544586      0.15544586      0.31344743      
5400000         -83640950.8507  -3247411.5248   0.0000          0.0000          0.0000          -80393539.3259  -65087442.1956  2617.8063       4944.9360       1416.2401       0.05177015      0.07765523      0.07765523      0.15531046      0.01294254      0.15531046      0.15531046      0.31404546      
5500000         -83629795.1586  -3250709.1590   0.0000          0.0000          0.0000          -80379085.9996  -65072998.4651  2614.7545       4941.3406       1414.3348       0.05180782      0.07771173      0.07771173      0.15542345      0.01295195      0.15542345      0.15542345      0.31354642      
5600000         -83610595.8116  -3234318.1691   0.0000          0.0000          0.0000          -80376277.6425  -65070210.3847  2628.2416       4939.4104       1413.3119       0.05182806      0.07774209      0.07774209      0.15548418      0.01295702      0.15548418      0.15548418      0.31327819      
5700000         -83607579.1478  -3237877.5003   0.0000          0.0000          0.0000          -80369701.6475  -65063756.5740  2752.3032       4939.9441       1413.5947       0.05182246      0.07773369      0.07773369      0.15546738      0.01295561      0.15546738      0.15546738      0.31335241      
5800000         -83604248.6199  -3230485.3036   0.0000          0.0000          0.0000          -80373763.3163  -65067859.4434  2793.7292       4940.0082       1413.6287       0.05182180      0.07773270      0.07773270      0.15546540      0.01295545      0.15546540      0.15546540      0.31336117      
5900000         -83575768.3947  -3211639.1306   0.0000          0.0000          0.0000          -80364129.2641  -65058372.4261  2912.9337       4932.0967       1409.4362       0.05190500      0.07785750      0.07785750      0.15571500      0.01297625      0.15571500      0.15571500      0.31225876      
6000000         -83595884.8029  -3218887.3571   0.0000          0.0000          0.0000          -80376997.4458  -65071211.9510  2895.3175       4935.2353       1411.0994       0.05187193      0.07780790      0.07780790      0.15561580      0.01296798      0.15561580      0.15561580      0.31269688      
6100000         -83604591.6344  -3232730.5969   0.0000          0.0000          0.0000          -80371861.0375  -65066045.4221  2876.8489       4938.5477       1412.8547       0.05183715      0.07775573      0.07775573      0.15551146      0.01295929      0.15551146      0.15551146      0.31315770      
6200000         -83599774.0163  -3229931.4420   0.0000          0.0000          0.0000          -80369842.5742  -65064037.1404  2881.3901       4936.9443       1412.0050       0.05185397      0.07778095      0.07778095      0.15556190      0.01296349      0.15556190      0.15556190      0.31293492      
6300000         -83602613.0117  -3234179.5747   0.0000          0.0000          0.0000          -80368433.4370  -65062568.0184  2817.2271       4935.7565       1411.3756       0.05186650      0.07779976      0.07779976      0.15559951      0.01296663      0.15559951      0.15559951      0.31276881      
6400000         -83575870.0689  -3203100.0698   0.0000          0.0000          0.0000          -80372769.9991  -65066805.3414  2697.4664       4929.9227       1408.2841       0.05192782      0.07789173      0.07789173      0.15578347      0.01298196      0.15578347      0.15578347      0.31195636      
6500000         -83557064.2638  -3189356.7589   0.0000          0.0000          0.0000          -80367707.5049  -65061682.7698  2624.4569       4926.2464       1406.3359       0.05196658      0.07794986      0.07794986      0.15589973      0.01299164      0.15589973      0.15589973      0.31144288      
6600000         -83558280.7716  -3197505.1406   0.0000          0.0000          0.0000          -80360775.6310  -65054672.2839  2551.3910       4927.8230       1407.1714       0.05194994      0.07792491      0.07792491      0.15584981      0.01298748      0.15584981      0.15584981      0.31166334      
6700000         -83591112.0443  -3225019.3233   0.0000          0.0000          0.0000          -80366092.7210  -65060064.9833  2653.5652       4935.3748       1411.1733       0.05187045      0.07780567      0.07780567      0.15561135      0.01296761      0.15561135      0.15561135      0.31271654      
6800000         -83599332.2269  -3232321.9184   0.0000          0.0000          0.0000          -80367010.3086  -65061100.1281  2771.0774       4935.3619       1411.1665       0.05187058      0.07780587      0.07780587      0.15561174      0.01296765      0.15561174      0.15561174      0.31271480      
6900000         -83592623.4349  -3224758.9938   0.0000          0.0000          0.0000          -80367864.4411  -65061947.9981  2759.7598       4933.9249       1410.4050       0.05188570      0.07782856      0.07782856      0.15565711      0.01297143      0.15565711      0.15565711      0.31251442      
7000000         -83617576.3426  -3236928.3899   0.0000          0.0000          0.0000          -80380647.9527  -65074595.4386  2646.6177       4940.4430       1413.8591       0.05181726      0.07772589      0.07772589      0.15545177      0.01295431      0.15545177      0.15545177      0.31342133      
7100000         -83617806.5158  -3235099.5516   0.0000          0.0000          0.0000          -80382706.9642  -65076735.0026  2727.1587       4940.4398       1413.8574       0.05181727      0.07772591      0.07772591      0.15545182      0.01295432      0.15545182      0.15545182      0.31342115      
7200000         -83642574.6413  -3253705.9785   0.0000          0.0000          0.0000          -80388868.6627  -65082956.9016  2799.7292       4943.9563       1415.7209       0.05178043      0.07767065      0.07767065      0.15534130      0.01294511      0.15534130      0.15534130      0.31390927      
7300000         -83664901.4666  -3268298.1647   0.0000          0.0000          0.0000          -80396603.3019  -65090705.9514  2843.0737       4952.1815       1420.0797       0.05169443      0.07754165      0.07754165      0.15508330      0.01292361      0.15508330      0.15508330      0.31504878      
7400000         -83680836.0632  -3292145.9710   0.0000          0.0000          0.0000          -80388690.0923  -65082852.6831  2923.9299       4958.1271       1423.2305       0.05163246      0.07744868      0.07744868      0.15489737      0.01290811      0.15489737      0.15489737      0.31586997      
7500000         -83689992.6767  -3299513.6982   0.0000          0.0000          0.0000          -80390478.9785  -65084518.9037  2816.6905       4962.5124       1425.5544       0.05158689      0.07738034      0.07738034      0.15476068      0.01289672      0.15476068      0.15476068      0.31647366      
7600000         -83655250.4067  -3269477.1595   0.0000          0.0000          0.0000          -80385773.2472  -65079790.5096  2757.9847       4952.2662       1420.1246       0.05169353      0.07754030      0.07754030      0.15508059      0.01292338      0.15508059      0.15508059      0.31506073      
7700000         -83640534.1467  -3260800.2315   0.0000          0.0000          0.0000          -80379733.9152  -65073744.2437  2751.3284       4952.3451       1420.1664       0.05169275      0.07753912      0.07753912      0.15507824      0.01292319      0.15507824      0.15507824      0.31507111      
7800000         -83648814.6056  -3266821.4799   0.0000          0.0000          0.0000          -80381993.1257  -65076168.2081  2906.3396       4949.5755       1418.6987       0.05172162      0.07758243      0.07758243      0.15516486      0.01293040      0.15516486      0.15516486      0.31468855      
7900000         -83626000.2523  -3252552.1883   0.0000          0.0000          0.0000          -80373448.0640  -65067470.7036  2744.7541       4946.9765       1417.3214       0.05174880      0.07762320      0.07762320      0.15524640      0.01293720      0.15524640      0.15524640      0.31432842      
8000000         -83642403.8026  -3262967.0965   0.0000          0.0000          0.0000          -80379436.7061  -65073433.6672  2725.7913       4948.8856       1418.3331       0.05172885      0.07759328      0.07759328      0.15518655      0.01293221      0.15518655      0.15518655      0.31459273      
8100000         -83652263.3382  -3268011.6806   0.0000          0.0000          0.0000          -80384251.6576  -65078251.6915  2738.2284       4951.5476       1419.7438       0.05170102      0.07755153      0.07755153      0.15510307      0.01292526      0.15510307      0.15510307      0.31496144      
8200000         -83628929.0542  -3256520.2984   0.0000          0.0000          0.0000          -80372408.7557  -65066388.5478  2705.4370       4947.9801       1417.8533       0.05173840      0.07760760      0.07760760      0.15521520      0.01293460      0.15521520      0.15521520      0.31446621      
8300000         -83599214.3631  -3222111.8871   0.0000          0.0000          0.0000          -80377102.4760  -65071205.3371  2797.4854       4939.1617       1413.1801       0.05183067      0.07774601      0.07774601      0.15549201      0.01295767      0.15549201      0.15549201      0.31324361      
8400000         -83621857.7916  -3233224.9920   0.0000          0.0000          0.0000          -80388632.7996  -65082690.9984  2766.9453       4943.1763       1415.3076       0.05178858      0.07768287      0.07768287      0.15536575      0.01294715      0.15536575      0.15536575      0.31380127      
8500000         -83636392.2339  -3255036.8886   0.0000          0.0000          0.0000          -80381355.3453  -65075426.9007  2787.7887       4945.3046       1416.4354       0.05176629      0.07764944      0.07764944      0.15529888      0.01294157      0.15529888      0.15529888      0.31409663      
8600000         -83654494.6456  -3264764.5614   0.0000          0.0000          0.0000          -80389730.0842  -65083723.2259  2735.3657       4952.6931       1420.3508       0.05168910      0.07753366      0.07753366      0.15506731      0.01292228      0.15506731      0.15506731      0.31511937      
8700000         -83656966.7579  -3264369.7605   0.0000          0.0000          0.0000          -80392596.9974  -65086576.7115  2722.1797       4952.7618       1420.3872       0.05168837      0.07753255      0.07753255      0.15506510      0.01292209      0.15506510      0.15506510      0.31512914      
8800000         -83645077.9917  -3260792.0666   0.0000          0.0000          0.0000          -80384285.9251  -65078294.7581  2736.8216       4948.6463       1418.2063       0.05173135      0.07759702      0.07759702      0.15519404      0.01293284      0.15519404      0.15519404      0.31455966      
8900000         -83630963.4055  -3244090.6255   0.0000          0.0000          0.0000          -80386872.7800  -65080866.8256  2707.2095       4944.4321       1415.9730       0.05177542      0.07766313      0.07766313      0.15532627      0.01294386      0.15532627      0.15532627      0.31397566      
9000000         -83664385.6599  -3265522.2489   0.0000          0.0000          0.0000          -80398863.4110  -65092746.7591  2622.2592       4951.7513       1419.8518       0.05169891      0.07754836      0.07754836      0.15509672      0.01292473      0.15509672      0.15509672      0.31498949      
9100000         -83649076.7976  -3262260.0700   0.0000          0.0000          0.0000          -80386816.7276  -65080769.9761  2689.2800       4950.9327       1419.4180       0.05170745      0.07756118      0.07756118      0.15512236      0.01292686      0.15512236      0.15512236      0.31487627      
9200000         -83619668.6727  -3251154.8561   0.0000          0.0000          0.0000          -80368513.8166  -65062408.1821  2609.8493       4945.0915       1416.3225       0.05176855      0.07765283      0.07765283      0.15530566      0.01294214      0.15530566      0.15530566      0.31406666      
9300000         -83625583.9085  -3240096.6672   0.0000          0.0000          0.0000          -80385487.2413  -65079409.0414  2644.2137       4947.0615       1417.3665       0.05174791      0.07762186      0.07762186      0.15524372      0.01293698      0.15524372      0.15524372      0.31434023      
9400000         -83626152.1806  -3241652.4162   0.0000          0.0000          0.0000          -80384499.7645  -65078417.9723  2632.8355       4944.8482       1416.1935       0.05177108      0.07765662      0.07765662      0.15531324      0.01294277      0.15531324      0.15531324      0.31403319      
9500000         -83606505.6320  -3226762.2759   0.0000          0.0000          0.0000          -80379743.3562  -65073675.4158  2625.8098       4938.9132       1413.0484       0.05183329      0.07774993      0.07774993      0.15549986      0.01295832      0.15549986      0.15549986      0.31320894      
9600000         -83572338.7475  -3204807.0882   0.0000          0.0000          0.0000          -80367531.6593  -65061691.3072  2836.0067       4933.9692       1410.4285       0.05188523      0.07782785      0.07782785      0.15565569      0.01297131      0.15565569      0.15565569      0.31252069      
9700000         -83578570.3720  -3212684.1559   0.0000          0.0000          0.0000          -80365886.2161  -65059984.0979  2777.4558       4934.8833       1410.9128       0.05187567      0.07781351      0.07781351      0.15562701      0.01296892      0.15562701      0.15562701      0.31264737      
9800000         -83576650.8118  -3201586.9568   0.0000          0.0000          0.0000          -80375063.8550  -65069186.6556  2790.2819       4931.4456       1409.0911       0.05191180      0.07786770      0.07786770      0.15573540      0.01297795      0.15573540      0.15573540      0.31216865      
9900000         -83584320.2686  -3207879.1909   0.0000          0.0000          0.0000          -80376441.0777  -65070594.3739  2822.0075       4931.7952       1409.2764       0.05190814      0.07786221      0.07786221      0.15572442      0.01297703      0.15572442      0.15572442      0.31221715      
10000000        -83592496.8757  -3218811.9760   0.0000          0.0000          0.0000          -80373684.8996  -65067793.5515  2791.7921       4935.8971       1411.4501       0.05186499      0.07779749      0.07779749      0.15559498      0.01296625      0.15559498      0.15559498      0.31278884      
10100000        -83574193.8138  -3199304.9355   0.0000          0.0000          0.0000          -80374888.8783  -65068989.2457  2762.3774       4929.8903       1408.2669       0.05192815      0.07789223      0.07789223      0.15578446      0.01298204      0.15578446      0.15578446      0.31195198      
10200000        -83580033.2875  -3216423.2382   0.0000          0.0000          0.0000          -80363610.0493  -65057614.5901  2673.4721       4931.8578       1409.3095       0.05190744      0.07786115      0.07786115      0.15572231      0.01297686      0.15572231      0.15572231      0.31222648      
10300000        -83577387.8843  -3210863.4977   0.0000          0.0000          0.0000          -80366524.3866  -65060477.3439  2630.9244       4934.4264       1410.6708       0.05188041      0.07782061      0.07782061      0.15564123      0.01297010      0.15564123      0.15564123      0.31258458      
10400000        -83600344.7223  -3224034.7971   0.0000          0.0000          0.0000          -80376309.9252  -65070282.2194  2668.9960       4939.7523       1413.4931       0.05182451      0.07773676      0.07773676      0.15547353      0.01295613      0.15547353      0.15547353      0.31332525      
10500000        -83604782.0441  -3231752.1335   0.0000          0.0000          0.0000          -80373029.9107  -65067097.4739  2762.9363       4939.3745       1413.2929       0.05182848      0.07774273      0.07774273      0.15548545      0.01295712      0.15548545      0.15548545      0.31327258      
10600000        -83573059.8601  -3214260.5924   0.0000          0.0000          0.0000          -80358799.2677  -65052759.6497  2625.0589       4930.6484       1408.6686       0.05192017      0.07788025      0.07788025      0.15576050      0.01298004      0.15576050      0.15576050      0.31205777      
10700000        -83601790.1119  -3234949.9171   0.0000          0.0000          0.0000          -80366840.1948  -65060920.5436  2768.0220       4937.1857       1412.1330       0.05185141      0.07777712      0.07777712      0.15555424      0.01296285      0.15555424      0.15555424      0.31296878      
10800000        -83585090.3264  -3228868.9291   0.0000          0.0000          0.0000          -80356221.3973  -65050415.1442  2869.7669       4933.8730       1410.3774       0.05188624      0.07782937      0.07782937      0.15565873      0.01297156      0.15565873      0.15565873      0.31250726      
10900000        -83543534.5143  -3195778.6083   0.0000          0.0000          0.0000          -80347755.9060  -65041856.6323  2742.3631       4924.0986       1405.1977       0.05198922      0.07798384      0.07798384      0.15596767      0.01299731      0.15596767      0.15596767      0.31114279      
11000000        -83581427.2832  -3220360.9224   0.0000          0.0000          0.0000          -80361066.3608  -65055141.7280  2753.4164       4934.4498       1410.6831       0.05188022      0.07782033      0.07782033      0.15564066      0.01297005      0.15564066      0.15564066      0.31258710      
11100000        -83614878.4696  -3250024.5854   0.0000          0.0000          0.0000          -80364853.8842  -65058954.5928  2800.7670       4940.7065       1413.9987       0.05181448      0.07772173      0.07772173      0.15544345      0.01295362      0.15544345      0.15544345      0.31345808      
11200000        -83591786.4383  -3222984.7933   0.0000          0.0000          0.0000          -80368801.6450  -65063101.5538  2977.0859       4934.2019       1410.5517       0.05188278      0.07782417      0.07782417      0.15564833      0.01297069      0.15564833      0.15564833      0.31255319      
11300000        -83636339.1123  -3252227.6700   0.0000          0.0000          0.0000          -80384111.4423  -65078305.2518  2917.5632       4947.4425       1417.5684       0.05174395      0.07761593      0.07761593      0.15523186      0.01293599      0.15523186      0.15523186      0.31439261      
11400000        -83674625.0042  -3281891.7901   0.0000          0.0000          0.0000          -80392733.2141  -65086856.1533  2877.7969       4956.2846       1422.2541       0.05165161      0.07747741      0.07747741      0.15495482      0.01291290      0.15495482      0.15495482      0.31561622      
11500000        -83692213.6828  -3290426.9540   0.0000          0.0000          0.0000          -80401786.7288  -65095768.4995  2745.8323       4958.9010       1423.6406       0.05162435      0.07743652      0.07743652      0.15487304      0.01290609      0.15487304      0.15487304      0.31597739      
