208 8 0 0 0 0 0 0 0 0.000723199 51.6646 51.6646 51.6646
256         384         384         768         64          768         768         77          -79787274.222844884      
256         384         384         768         64          768         768         78          -79801866.252638772      
256         384         384         768         64          768         768         106         -79849365.146485656      
256         384         384         768         64          768         768         100         -79851006.94811964       
256         384         384         768         64          768         768         112         -79875261.763624474      
256         384         384         768         64          768         768         118         -79886177.798261821      
256         384         384         768         64          768         768         121         -79892015.510819227      
256         384         384         768         64          768         768         114         -79878520.121153414      
256         384         384         768         64          768         768         127         -79899737.017444119      
256         384         384         768         64          768         768         126         -79895410.099689186      
256         384         384         768         64          768         768         112         -79873276.913596228      
256         384         384         768         64          768         768         112         -79872992.337416604      
256         384         384         768         64          768         768         117         -79880616.018655047      
256         384         384         768         64          768         768         125         -79895568.822522894      
256         384         384         768         64          768         768         129         -79907118.669479787      
256         384         384         768         64          768         768         139         -79927247.103162751      
256         384         384         768         64          768         768         136         -79923160.850313276      
256         384         384         768         64          768         768         126         -79901639.205985472      
256         384         384         768         64          768         768         124         -79902656.630071521      
256         384         384         768         64          768         768         117         -79890938.000619084      
256         384         384         768         64          768         768         132         -79921248.676769957      
256         384         384         768         64          768         768         119         -79893224.752673849      
256         384         384         768         64          768         768         116         -79887988.629859045      
256         384         384         768         64          768         768         129         -79913251.548477307      
256         384         384         768         64          768         768         143         -79937006.995963216      
256         384         384         768         64          768         768         132         -79917118.759964705      
256         384         384         768         64          768         768         107         -79871282.75562939       
256         384         384         768         64          768         768         105         -79868874.67733556       
256         384         384         768         64          768         768         115         -79880988.834731281      
256         384         384         768         64          768         768         113         -79880165.528148323      
256         384         384         768         64          768         768         117         -79895258.711351186      
256         384         384         768         64          768         768         119         -79894356.731995508      
256         384         384         768         64          768         768         123         -79897526.339400992      
256         384         384         768         64          768         768         119         -79885798.597890511      
256         384         384         768         64          768         768         131         -79910751.280559301      
256         384         384         768         64          768         768         123         -79906048.422478259      
256         384         384         768         64          768         768         131         -79918054.759222701      
256         384         384         768         64          768         768         118         -79890352.678331375      
256         384         384         768         64          768         768         131         -79914148.387450084      
256         384         384         768         64          768         768         129         -79913213.314820111      
256         384         384         768         64          768         768         124         -79911404.821127683      
256         384         384         768         64          768         768         132         -79922903.529482424      
256         384         384         768         64          768         768         124         -79906369.661795154      
256         384         384         768         64          768         768         126         -79911457.475124672      
256         384         384         768         64          768         768         123         -79907575.497702464      
256         384         384         768         64          768         768         129         -79913013.713803351      
256         384         384         768         64          768         768         128         -79911160.468057498      
256         384         384         768         64          768         768         123         -79906160.983610839      
256         384         384         768         64          768         768         135         -79920352.440494299      
256         384         384         768         64          768         768         124         -79905312.618314475      
256         384         384         768         64          768         768         137         -79934712.703441665      
256         384         384         768         64          768         768         123         -79912098.638333246      
256         384         384         768         64          768         768         110         -79886768.310407504      
256         384         384         768         64          768         768         131         -79924960.948162675      
256         384         384         768         64          768         768         136         -79931580.766039297      
256         384         384         768         64          768         768         121         -79906733.908902258      
256         384         384         768         64          768         768         132         -79923886.515219122      
256         384         384         768         64          768         768         120         -79901925.884787142      
256         384         384         768         64          768         768         126         -79909846.068613738      
256         384         384         768         64          768         768         129         -79904878.182484493      
256         384         384         768         64          768         768         133         -79923345.522325486      
256         384         384         768         64          768         768         129         -79908630.968294919      
256         384         384         768         64          768         768         130         -79906545.868549898      
256         384         384         768         64          768         768         134         -79914130.95126906       
256         384         384         768         64          768         768         124         -79894175.788106546      
256         384         384         768         64          768         768         130         -79915670.370110616      
256         384         384         768         64          768         768         126         -79902499.913074464      
256         384         384         768         64          768         768         144         -79936278.339798361      
256         384         384         768         64          768         768         146         -79944300.92535989       
256         384         384         768         64          768         768         137         -79927967.367001399      
256         384         384         768         64          768         768         132         -79918506.887788415      
256         384         384         768         64          768         768         147         -79942459.055276766      
256         384         384         768         64          768         768         150         -79952075.943144664      
256         384         384         768         64          768         768         136         -79931411.95028773       
256         384         384         768         64          768         768         130         -79917583.384539276      
256         384         384         768         64          768         768         130         -79915674.054044783      
256         384         384         768         64          768         768         137         -79930804.773061678      
256         384         384         768         64          768         768         153         -79959347.326255411      
256         384         384         768         64          768         768         157         -79963981.915712476      
256         384         384         768         64          768         768         146         -79949546.683550999      
256         384         384         768         64          768         768         157         -79967897.034979895      
256         384         384         768         64          768         768         134         -79921136.96957393       
256         384         384         768         64          768         768         146         -79938606.252141699      
256         384         384         768         64          768         768         142         -79934256.752739385      
256         384         384         768         64          768         768         139         -79932031.230398417      
256         384         384         768         64          768         768         153         -79951157.590646923      
256         384         384         768         64          768         768         143         -79933137.679776028      
256         384         384         768         64          768         768         133         -79914395.386412546      
256         384         384         768         64          768         768         136         -79921543.707870975      
256         384         384         768         64          768         768         124         -79903534.82501249       
256         384         384         768         64          768         768         141         -79930610.360325798      
256         384         384         768         64          768         768         123         -79903319.824994534      
256         384         384         768         64          768         768         132         -79915714.291097         
256         384         384         768         64          768         768         138         -79927734.075160161      
256         384         384         768         64          768         768         140         -79929142.623617724      
256         384         384         768         64          768         768         143         -79932615.204116642      
256         384         384         768         64          768         768         127         -79910352.3703565        
256         384         384         768         64          768         768         129         -79913169.480229303      
256         384         384         768         64          768         768         132         -79924932.415771365      
