#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
1600000         -1714222.7734   -1714222.7734   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4327.4066       1088.9921       0.05915871      0.08873806      0.08873806      0.17747612      0.01478968      0.17747612      0.17747612      0.21614713      
1700000         -1811501.3530   -1811501.3530   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4366.1678       1109.5329       0.05863372      0.08795058      0.08795058      0.17590115      0.01465843      0.17590115      0.17590115      0.22310324      
1800000         -1731537.1655   -1731537.1655   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4332.8040       1091.8524       0.05908595      0.08862893      0.08862893      0.17725786      0.01477149      0.17725786      0.17725786      0.21711111      
1900000         -1774691.5780   -1774691.5780   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4353.7737       1102.9649       0.05880164      0.08820245      0.08820245      0.17640491      0.01470041      0.17640491      0.17640491      0.22087832      
2000000         -1711554.4151   -1711554.4151   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4326.2692       1088.3894       0.05917425      0.08876137      0.08876137      0.17752274      0.01479356      0.17752274      0.17752274      0.21594121      
2100000         -1688117.3814   -1688117.3814   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4317.4250       1083.7026       0.05929519      0.08894279      0.08894279      0.17788558      0.01482380      0.17788558      0.17788558      0.21433869      
2200000         -1708818.0413   -1708818.0413   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4325.6970       1088.0861       0.05918184      0.08877276      0.08877276      0.17754552      0.01479546      0.17754552      0.17754552      0.21584062      
2300000         -1783954.9594   -1783954.9594   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4357.4675       1104.9223       0.05875239      0.08812858      0.08812858      0.17625716      0.01468810      0.17625716      0.17625716      0.22153089      
2400000         -1887664.1139   -1887664.1139   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4401.7516       1128.3898       0.05815932      0.08723897      0.08723897      0.17447795      0.01453983      0.17447795      0.17447795      0.22938908      
2500000         -1869012.1294   -1869012.1294   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4392.1548       1123.3042       0.05828629      0.08742943      0.08742943      0.17485886      0.01457157      0.17485886      0.17485886      0.22770669      
2600000         -1812777.9207   -1812777.9207   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4371.3575       1112.2831       0.05856337      0.08784506      0.08784506      0.17569011      0.01464084      0.17569011      0.17569011      0.22403535      
2700000         -1841956.3710   -1841956.3710   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4384.0066       1118.9862       0.05839453      0.08759179      0.08759179      0.17518358      0.01459863      0.17518358      0.17518358      0.22627252      
2800000         -1873188.2485   -1873188.2485   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4399.3147       1127.0984       0.05819145      0.08728717      0.08728717      0.17457434      0.01454786      0.17457434      0.17457434      0.22896332      
2900000         -1865518.0794   -1865518.0794   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4395.3230       1124.9831       0.05824413      0.08736619      0.08736619      0.17473238      0.01456103      0.17473238      0.17473238      0.22826531      
3000000         -1848402.8351   -1848402.8351   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4387.4397       1120.8055       0.05834903      0.08752355      0.08752355      0.17504710      0.01458726      0.17504710      0.17504710      0.22687530      
3100000         -1749950.9023   -1749950.9023   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4341.5676       1096.4965       0.05896519      0.08844779      0.08844779      0.17689558      0.01474130      0.17689558      0.17689558      0.21871120      
3200000         -1770320.4164   -1770320.4164   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4353.8281       1102.9937       0.05879940      0.08819909      0.08819909      0.17639819      0.01469985      0.17639819      0.17639819      0.22090800      
3300000         -1754740.6531   -1754740.6531   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4344.2277       1097.9062       0.05893028      0.08839542      0.08839542      0.17679084      0.01473257      0.17679084      0.17679084      0.21917377      
3400000         -1834376.2039   -1834376.2039   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4381.4773       1117.6459       0.05842865      0.08764297      0.08764297      0.17528594      0.01460716      0.17528594      0.17528594      0.22582041      
3500000         -1842286.1759   -1842286.1759   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4380.0580       1116.8937       0.05844700      0.08767050      0.08767050      0.17534100      0.01461175      0.17534100      0.17534100      0.22557723      
3600000         -1772124.2170   -1772124.2170   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4354.8618       1103.5415       0.05878553      0.08817830      0.08817830      0.17635659      0.01469638      0.17635659      0.17635659      0.22109172      
3700000         -1822490.6718   -1822490.6718   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4379.6852       1116.6962       0.05845209      0.08767813      0.08767813      0.17535626      0.01461302      0.17535626      0.17535626      0.22550983      
3800000         -1781497.0003   -1781497.0003   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4362.8642       1107.7822       0.05867775      0.08801662      0.08801662      0.17603325      0.01466944      0.17603325      0.17603325      0.22251983      
3900000         -1745325.8933   -1745325.8933   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4341.9636       1096.7063       0.05896019      0.08844028      0.08844028      0.17688056      0.01474005      0.17688056      0.17688056      0.21877752      
4000000         -1731884.2380   -1731884.2380   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4331.2191       1091.0125       0.05910684      0.08866026      0.08866026      0.17732053      0.01477671      0.17732053      0.17732053      0.21683433      
4100000         -1706161.1115   -1706161.1115   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4322.8996       1086.6037       0.05922047      0.08883071      0.08883071      0.17766141      0.01480512      0.17766141      0.17766141      0.21532876      
4200000         -1752220.5711   -1752220.5711   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4344.9827       1098.3062       0.05891931      0.08837896      0.08837896      0.17675792      0.01472983      0.17675792      0.17675792      0.21931918      
4300000         -1742903.1572   -1742903.1572   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4337.7036       1094.4488       0.05901824      0.08852736      0.08852736      0.17705472      0.01475456      0.17705472      0.17705472      0.21800833      
4400000         -1863413.3163   -1863413.3163   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4396.0876       1125.3883       0.05823525      0.08735288      0.08735288      0.17470575      0.01455881      0.17470575      0.17470575      0.22838293      
4500000         -1838781.0660   -1838781.0660   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4382.8488       1118.3727       0.05841122      0.08761683      0.08761683      0.17523367      0.01460281      0.17523367      0.17523367      0.22605131      
4600000         -1840130.3420   -1840130.3420   0.0000          0.0000          0.0000          0.0000          0.0000          0.0000          4378.5907       1116.1161       0.05846783      0.08770174      0.08770174      0.17540348      0.01461696      0.17540348      0.17540348      0.22530129      
