#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        MOLFRACT_ZN1    MOLFRACT_C1     MOLFRACT_C2     MOLFRACT_C3     MOLFRACT_O1     MOLFRACT_O2     MOLFRACT_H3     MOLFRACT_CO2    
1100000         -83467730.7801  -3133621.2132   0.0000          0.0000          0.0000          -80334109.5669  -65028205.1655  2689.1384       4910.4258       1397.9521       0.05213406      0.07820109      0.07820109      0.15640217      0.01303351      0.15640217      0.15640217      0.30922373      
1200000         -83509393.1574  -3162009.4319   0.0000          0.0000          0.0000          -80347383.7255  -65041413.2321  2649.6485       4917.9882       1401.9596       0.05205382      0.07808074      0.07808074      0.15616147      0.01301346      0.15616147      0.15616147      0.31028684      
1300000         -83517425.1022  -3172660.1854   0.0000          0.0000          0.0000          -80344764.9168  -65038725.0610  2583.9810       4919.0385       1402.5162       0.05204275      0.07806412      0.07806412      0.15612824      0.01301069      0.15612824      0.15612824      0.31043360      
1400000         -83518803.4961  -3170164.3304   0.0000          0.0000          0.0000          -80348639.1658  -65042613.2759  2601.8874       4920.1587       1403.1099       0.05203089      0.07804633      0.07804633      0.15609266      0.01300772      0.15609266      0.15609266      0.31059076      
1500000         -83542073.6042  -3183410.0842   0.0000          0.0000          0.0000          -80358663.5200  -65052716.7286  2696.4144       4924.5447       1405.4341       0.05198454      0.07797680      0.07797680      0.15595361      0.01299613      0.15595361      0.15595361      0.31120489      
1600000         -83565539.5464  -3206450.4907   0.0000          0.0000          0.0000          -80359089.0557  -65053048.0888  2623.2647       4930.5218       1408.6016       0.05192150      0.07788225      0.07788225      0.15576451      0.01298038      0.15576451      0.15576451      0.31204008      
1700000         -83550297.7718  -3203667.4509   0.0000          0.0000          0.0000          -80346630.3208  -65040678.3986  2699.1828       4926.7902       1406.6241       0.05196083      0.07794125      0.07794125      0.15588249      0.01299021      0.15588249      0.15588249      0.31151900      
1800000         -83576599.9521  -3222761.4605   0.0000          0.0000          0.0000          -80353838.4916  -65047777.2135  2614.2645       4933.7372       1410.3055       0.05188766      0.07783148      0.07783148      0.15566297      0.01297191      0.15566297      0.15566297      0.31248857      
1900000         -83604772.9035  -3232120.3647   0.0000          0.0000          0.0000          -80372652.5387  -65066544.1861  2577.1181       4936.5595       1411.8012       0.05185802      0.07778702      0.07778702      0.15557405      0.01296450      0.15557405      0.15557405      0.31288128      
2000000         -83623135.8103  -3246600.4859   0.0000          0.0000          0.0000          -80376535.3244  -65070544.3886  2721.9212       4944.3448       1415.9268       0.05177635      0.07766452      0.07766452      0.15532904      0.01294409      0.15532904      0.15532904      0.31396343      
2100000         -83626158.6692  -3242965.9794   0.0000          0.0000          0.0000          -80383192.6897  -65077261.3053  2775.3349       4942.6000       1415.0022       0.05179461      0.07769192      0.07769192      0.15538384      0.01294865      0.15538384      0.15538384      0.31372137      
2200000         -83623289.0333  -3235196.7314   0.0000          0.0000          0.0000          -80388092.3020  -65082188.2177  2800.2939       4941.9345       1414.6495       0.05180160      0.07770240      0.07770240      0.15540481      0.01295040      0.15540481      0.15540481      0.31362877      
2300000         -83651714.3012  -3258656.5710   0.0000          0.0000          0.0000          -80393057.7302  -65087144.5385  2813.1758       4948.1855       1417.9621       0.05173616      0.07760424      0.07760424      0.15520847      0.01293404      0.15520847      0.15520847      0.31449591      
2400000         -83645588.0503  -3254874.0503   0.0000          0.0000          0.0000          -80390714.0000  -65085023.3742  3041.0731       4949.7011       1418.7653       0.05172031      0.07758047      0.07758047      0.15516094      0.01293008      0.15516094      0.15516094      0.31470585      
2500000         -83626275.9885  -3239849.5552   0.0000          0.0000          0.0000          -80386426.4333  -65080640.7112  2924.4936       4943.5939       1415.5289       0.05178420      0.07767630      0.07767630      0.15535260      0.01294605      0.15535260      0.15535260      0.31385936      
2600000         -83622140.5413  -3233632.6875   0.0000          0.0000          0.0000          -80388507.8538  -65082682.9270  2881.1587       4942.4198       1414.9067       0.05179651      0.07769477      0.07769477      0.15538954      0.01294913      0.15538954      0.15538954      0.31369621      
2700000         -83636262.5767  -3246054.1053   0.0000          0.0000          0.0000          -80390208.4714  -65084389.2374  2895.6858       4944.9312       1416.2376       0.05177028      0.07765543      0.07765543      0.15531085      0.01294257      0.15531085      0.15531085      0.31404374      
2800000         -83641913.9040  -3256972.0382   0.0000          0.0000          0.0000          -80384941.8658  -65079026.4306  2816.2104       4949.6859       1418.7572       0.05172049      0.07758074      0.07758074      0.15516147      0.01293012      0.15516147      0.15516147      0.31470350      
2900000         -83637278.0436  -3261121.8678   0.0000          0.0000          0.0000          -80376156.1759  -65070252.1045  2828.3816       4949.9154       1418.8789       0.05171808      0.07757712      0.07757712      0.15515423      0.01292952      0.15515423      0.15515423      0.31473548      
3000000         -83613897.8575  -3240658.5092   0.0000          0.0000          0.0000          -80373239.3483  -65067315.6417  2790.8220       4944.8200       1416.1786       0.05177142      0.07765712      0.07765712      0.15531425      0.01294285      0.15531425      0.15531425      0.31402874      
3100000         -83656235.7209  -3262416.0331   0.0000          0.0000          0.0000          -80393819.6878  -65087859.3616  2773.5757       4950.3274       1419.0971       0.05171379      0.07757068      0.07757068      0.15514136      0.01292845      0.15514136      0.15514136      0.31479233      
3200000         -83649459.9110  -3260738.7743   0.0000          0.0000          0.0000          -80388721.1366  -65082722.0489  2731.2824       4949.3234       1418.5651       0.05172427      0.07758641      0.07758641      0.15517282      0.01293107      0.15517282      0.15517282      0.31465338      
3300000         -83658047.2874  -3261540.8451   0.0000          0.0000          0.0000          -80396506.4423  -65090404.3030  2644.5163       4953.9529       1421.0184       0.05167592      0.07751388      0.07751388      0.15502776      0.01291898      0.15502776      0.15502776      0.31529408      
3400000         -83643139.8879  -3260058.1072   0.0000          0.0000          0.0000          -80383081.7808  -65077176.8707  2833.2810       4951.5466       1419.7433       0.05170103      0.07755154      0.07755154      0.15510308      0.01292526      0.15510308      0.15510308      0.31496138      
3500000         -83638525.3013  -3254817.7184   0.0000          0.0000          0.0000          -80383707.5830  -65077741.5287  2760.6243       4948.2739       1418.0090       0.05173524      0.07760285      0.07760285      0.15520571      0.01293381      0.15520571      0.15520571      0.31450814      
3600000         -83625006.5692  -3254961.4427   0.0000          0.0000          0.0000          -80370045.1265  -65064043.0753  2720.5461       4947.1137       1417.3941       0.05174740      0.07762111      0.07762111      0.15524221      0.01293685      0.15524221      0.15524221      0.31434688      
3700000         -83627393.2416  -3246772.3920   0.0000          0.0000          0.0000          -80380620.8496  -65074582.3685  2675.6452       4944.7056       1416.1180       0.05177258      0.07765887      0.07765887      0.15531773      0.01294314      0.15531773      0.15531773      0.31401335      
3800000         -83645046.6931  -3253103.6414   0.0000          0.0000          0.0000          -80391943.0517  -65085896.2387  2683.2050       4949.2232       1418.5120       0.05172532      0.07758798      0.07758798      0.15517595      0.01293133      0.15517595      0.15517595      0.31463954      
3900000         -83649966.1914  -3257302.2822   0.0000          0.0000          0.0000          -80392663.9092  -65086865.1292  2922.6103       4946.7706       1417.2123       0.05175095      0.07762643      0.07762643      0.15525285      0.01293774      0.15525285      0.15525285      0.31429991      
4000000         -83642592.3094  -3237914.6625   0.0000          0.0000          0.0000          -80404677.6469  -65098814.1769  2857.2823       4946.5892       1417.1162       0.05175284      0.07762927      0.07762927      0.15525853      0.01293821      0.15525853      0.15525853      0.31427481      
4100000         -83680515.9547  -3261003.9276   0.0000          0.0000          0.0000          -80419512.0271  -65113434.1766  2681.8301       4957.6556       1422.9806       0.05163736      0.07745605      0.07745605      0.15491209      0.01290934      0.15491209      0.15491209      0.31580493      
4200000         -83701013.3113  -3289812.4709   0.0000          0.0000          0.0000          -80411200.8405  -65105112.9490  2694.9491       4964.2394       1426.4696       0.05156884      0.07735326      0.07735326      0.15470651      0.01289221      0.15470651      0.15470651      0.31671290      
4300000         -83734185.1779  -3316527.3567   0.0000          0.0000          0.0000          -80417657.8212  -65111522.5105  2670.7132       4970.8298       1429.9620       0.05150049      0.07725074      0.07725074      0.15450148      0.01287512      0.15450148      0.15450148      0.31761848      
4400000         -83719803.9104  -3297450.4706   0.0000          0.0000          0.0000          -80422353.4398  -65116145.6344  2587.0122       4967.6442       1428.2739       0.05153350      0.07730024      0.07730024      0.15460049      0.01288337      0.15460049      0.15460049      0.31718117      
4500000         -83705524.5493  -3284076.4185   0.0000          0.0000          0.0000          -80421448.1308  -65115254.6212  2587.3861       4963.6865       1426.1766       0.05157458      0.07736187      0.07736187      0.15472374      0.01289365      0.15472374      0.15472374      0.31663681      
4600000         -83687491.8366  -3283277.6865   0.0000          0.0000          0.0000          -80404214.1502  -65098003.9627  2558.9318       4960.3388       1424.4025       0.05160940      0.07741410      0.07741410      0.15482819      0.01290235      0.15482819      0.15482819      0.31617547      
4700000         -83696028.2900  -3291702.8541   0.0000          0.0000          0.0000          -80404325.4359  -65098184.5205  2640.5035       4963.8353       1426.2554       0.05157303      0.07735955      0.07735955      0.15471910      0.01289326      0.15471910      0.15471910      0.31665729      
4800000         -83691048.7078  -3281332.9913   0.0000          0.0000          0.0000          -80409715.7165  -65103680.5995  2734.8820       4960.5889       1424.5351       0.05160680      0.07741019      0.07741019      0.15482039      0.01290170      0.15482039      0.15482039      0.31620997      
4900000         -83713333.2196  -3304310.5552   0.0000          0.0000          0.0000          -80409022.6643  -65103052.7658  2820.0380       4966.2566       1427.5386       0.05154793      0.07732190      0.07732190      0.15464380      0.01288698      0.15464380      0.15464380      0.31698987      
5000000         -83684230.2455  -3282511.7458   0.0000          0.0000          0.0000          -80401718.4997  -65095712.9286  2759.2013       4959.1031       1423.7477       0.05162226      0.07743339      0.07743339      0.15486678      0.01290556      0.15486678      0.15486678      0.31600507      
5100000         -83692317.1630  -3294574.8690   0.0000          0.0000          0.0000          -80397742.2940  -65091697.8648  2732.5836       4962.5827       1425.5916       0.05158605      0.07737908      0.07737908      0.15475816      0.01289651      0.15475816      0.15475816      0.31648480      
5200000         -83698351.0186  -3299149.7276   0.0000          0.0000          0.0000          -80399201.2910  -65093194.3385  2769.6538       4962.4672       1425.5304       0.05158726      0.07738089      0.07738089      0.15476179      0.01289682      0.15476179      0.15476179      0.31646877      
5300000         -83671632.2089  -3276824.6053   0.0000          0.0000          0.0000          -80394807.6036  -65088676.0742  2614.1034       4953.6621       1420.8643       0.05167895      0.07751843      0.07751843      0.15503685      0.01291974      0.15503685      0.15503685      0.31525390      
5400000         -83673154.9267  -3273930.8699   0.0000          0.0000          0.0000          -80399224.0568  -65093057.8120  2592.0406       4957.2590       1422.7704       0.05164146      0.07746219      0.07746219      0.15492438      0.01291036      0.15492438      0.15492438      0.31575067      
5500000         -83657158.7911  -3273985.1929   0.0000          0.0000          0.0000          -80383173.5981  -65077064.9900  2646.6109       4956.3873       1422.3085       0.05165054      0.07747581      0.07747581      0.15495162      0.01291264      0.15495162      0.15495162      0.31563034      
5600000         -83667860.7798  -3277522.2371   0.0000          0.0000          0.0000          -80390338.5427  -65084358.2143  2773.6625       4956.0382       1422.1235       0.05165419      0.07748128      0.07748128      0.15496256      0.01291355      0.15496256      0.15496256      0.31558201      
5700000         -83652827.1327  -3271439.4695   0.0000          0.0000          0.0000          -80381387.6632  -65075416.8033  2761.2678       4949.8230       1418.8299       0.05171904      0.07757856      0.07757856      0.15515712      0.01292976      0.15515712      0.15515712      0.31472270      
5800000         -83662284.1951  -3267836.3159   0.0000          0.0000          0.0000          -80394447.8792  -65088391.2015  2691.3046       4954.3300       1421.2183       0.05167199      0.07750798      0.07750798      0.15501597      0.01291800      0.15501597      0.15501597      0.31534614      
5900000         -83652064.2359  -3259091.8294   0.0000          0.0000          0.0000          -80392972.4065  -65086853.7370  2620.5174       4951.8297       1419.8933       0.05169808      0.07754712      0.07754712      0.15509424      0.01292452      0.15509424      0.15509424      0.31500042      
6000000         -83655739.9798  -3260736.6257   0.0000          0.0000          0.0000          -80395003.3541  -65088801.2673  2538.6987       4952.2842       1420.1341       0.05169333      0.07754000      0.07754000      0.15507999      0.01292333      0.15507999      0.15507999      0.31506336      
6100000         -83663107.7452  -3274093.3777   0.0000          0.0000          0.0000          -80389014.3675  -65082724.9093  2454.3736       4953.1502       1420.5930       0.05168430      0.07752646      0.07752646      0.15505291      0.01292108      0.15505291      0.15505291      0.31518298      
6200000         -83672460.7382  -3280446.9003   0.0000          0.0000          0.0000          -80392013.8379  -65085933.8567  2679.0791       4957.4793       1422.8872       0.05163918      0.07745876      0.07745876      0.15491753      0.01290979      0.15491753      0.15491753      0.31578091      
6300000         -83669157.0716  -3269991.6285   0.0000          0.0000          0.0000          -80399165.4431  -65093090.4611  2673.4756       4954.4652       1421.2899       0.05167061      0.07750591      0.07750591      0.15501182      0.01291765      0.15501182      0.15501182      0.31536444      
6400000         -83673181.8156  -3269232.0577   0.0000          0.0000          0.0000          -80403949.7579  -65097825.1347  2630.5423       4956.3721       1422.3004       0.05165070      0.07747605      0.07747605      0.15495210      0.01291267      0.15495210      0.15495210      0.31562823      
6500000         -83684351.6731  -3284575.3843   0.0000          0.0000          0.0000          -80399776.2888  -65093602.5757  2599.6392       4961.5421       1425.0402       0.05159688      0.07739532      0.07739532      0.15479065      0.01289922      0.15479065      0.15479065      0.31634130      
6600000         -83693573.4888  -3298336.8161   0.0000          0.0000          0.0000          -80395236.6727  -65089108.9283  2651.4223       4963.1950       1425.9161       0.05157974      0.07736962      0.07736962      0.15473923      0.01289494      0.15473923      0.15473923      0.31656838      
6700000         -83719314.1816  -3316464.4632   0.0000          0.0000          0.0000          -80402849.7184  -65096813.5613  2763.4323       4969.0007       1428.9927       0.05151944      0.07727916      0.07727916      0.15455833      0.01287986      0.15455833      0.15455833      0.31736738      
6800000         -83712360.3162  -3303073.5787   0.0000          0.0000          0.0000          -80409286.7376  -65103255.2540  2748.3215       4963.3765       1426.0123       0.05157783      0.07736675      0.07736675      0.15473349      0.01289446      0.15473349      0.15473349      0.31659375      
6900000         -83742546.3776  -3331048.8067   0.0000          0.0000          0.0000          -80411497.5709  -65105528.6236  2831.1720       4969.1513       1429.0726       0.05151787      0.07727681      0.07727681      0.15455362      0.01287947      0.15455362      0.15455362      0.31738818      
7000000         -83765695.2083  -3351347.0193   0.0000          0.0000          0.0000          -80414348.1891  -65108173.3031  2648.5236       4975.7722       1432.5812       0.05144934      0.07717401      0.07717401      0.15434802      0.01286234      0.15434802      0.15434802      0.31829624      
7100000         -83758107.6464  -3338157.9805   0.0000          0.0000          0.0000          -80419949.6659  -65113798.4534  2667.1679       4974.3425       1431.8235       0.05146411      0.07719617      0.07719617      0.15439234      0.01286603      0.15439234      0.15439234      0.31810052      
7200000         -83761047.9254  -3336944.4039   0.0000          0.0000          0.0000          -80424103.5215  -65117888.3800  2603.6990       4974.4733       1431.8928       0.05146275      0.07719412      0.07719412      0.15438825      0.01286569      0.15438825      0.15438825      0.31811857      
7300000         -83740059.9702  -3326129.4840   0.0000          0.0000          0.0000          -80413930.4862  -65107687.2129  2564.6516       4971.3703       1430.2484       0.05149494      0.07724241      0.07724241      0.15448482      0.01287374      0.15448482      0.15448482      0.31769203      
7400000         -83705938.9838  -3299004.0608   0.0000          0.0000          0.0000          -80406934.9229  -65100814.2318  2666.6736       4965.5255       1427.1511       0.05155549      0.07733323      0.07733323      0.15466646      0.01288887      0.15466646      0.15466646      0.31688982      
7500000         -83735119.3243  -3330554.5042   0.0000          0.0000          0.0000          -80404564.8201  -65098381.0183  2626.5687       4972.0655       1430.6169       0.05148768      0.07723151      0.07723151      0.15446303      0.01287192      0.15446303      0.15446303      0.31778830      
7600000         -83746172.0392  -3327025.5971   0.0000          0.0000          0.0000          -80419146.4420  -65112968.5249  2632.5819       4972.1020       1430.6362       0.05148730      0.07723095      0.07723095      0.15446191      0.01287183      0.15446191      0.15446191      0.31779324      
7700000         -83741701.3933  -3321240.2346   0.0000          0.0000          0.0000          -80420461.1587  -65114343.6115  2682.0316       4968.9977       1428.9911       0.05151948      0.07727922      0.07727922      0.15455845      0.01287987      0.15455845      0.15455845      0.31736686      
7800000         -83720653.5419  -3305485.9275   0.0000          0.0000          0.0000          -80415167.6144  -65109099.7344  2708.9095       4962.5192       1425.5580       0.05158674      0.07738012      0.07738012      0.15476023      0.01289669      0.15476023      0.15476023      0.31647565      
7900000         -83685217.1485  -3279987.5780   0.0000          0.0000          0.0000          -80405229.5705  -65099164.8571  2697.8361       4958.4711       1423.4128       0.05162886      0.07744329      0.07744329      0.15488657      0.01290721      0.15488657      0.15488657      0.31591764      
8000000         -83707239.7023  -3303781.1929   0.0000          0.0000          0.0000          -80403458.5094  -65097399.6321  2719.1690       4962.8765       1425.7473       0.05158300      0.07737451      0.07737451      0.15474901      0.01289575      0.15474901      0.15474901      0.31652520      
8100000         -83715100.8378  -3301470.0006   0.0000          0.0000          0.0000          -80413630.8373  -65107644.2988  2787.6537       4961.7809       1425.1667       0.05159447      0.07739170      0.07739170      0.15478341      0.01289862      0.15478341      0.15478341      0.31637329      
8200000         -83743546.9332  -3333342.4339   0.0000          0.0000          0.0000          -80410204.4993  -65104011.6140  2615.9455       4971.6278       1430.3849       0.05149226      0.07723839      0.07723839      0.15447677      0.01287306      0.15447677      0.15447677      0.31772759      
8300000         -83737506.0317  -3327563.0720   0.0000          0.0000          0.0000          -80409942.9597  -65103664.5716  2534.4675       4972.7720       1430.9912       0.05148035      0.07722053      0.07722053      0.15444106      0.01287009      0.15444106      0.15444106      0.31788531      
8400000         -83746272.5984  -3331586.3203   0.0000          0.0000          0.0000          -80414686.2781  -65108563.4191  2694.9988       4974.1940       1431.7448       0.05146564      0.07719846      0.07719846      0.15439693      0.01286641      0.15439693      0.15439693      0.31808024      
8500000         -83751052.2794  -3336435.1865   0.0000          0.0000          0.0000          -80414617.0929  -65108418.2458  2618.4772       4974.0423       1431.6644       0.05146722      0.07720083      0.07720083      0.15440165      0.01286680      0.15440165      0.15440165      0.31805936      
8600000         -83755913.6875  -3339838.8910   0.0000          0.0000          0.0000          -80416074.7964  -65109821.2272  2561.9759       4973.5365       1431.3964       0.05147246      0.07720869      0.07720869      0.15441739      0.01286812      0.15441739      0.15441739      0.31798987      
8700000         -83777418.8747  -3360390.1811   0.0000          0.0000          0.0000          -80417028.6936  -65110768.5808  2580.0606       4980.5377       1435.1066       0.05140011      0.07710016      0.07710016      0.15420033      0.01285003      0.15420033      0.15420033      0.31894856      
8800000         -83750067.6770  -3336940.4691   0.0000          0.0000          0.0000          -80413127.2079  -65106837.9912  2528.6161       4974.1869       1431.7410       0.05146577      0.07719865      0.07719865      0.15439730      0.01286644      0.15439730      0.15439730      0.31807858      
8900000         -83743032.3890  -3323573.8008   0.0000          0.0000          0.0000          -80419458.5881  -65113236.8933  2588.3444       4971.9713       1430.5670       0.05148866      0.07723298      0.07723298      0.15446597      0.01287216      0.15446597      0.15446597      0.31777531      
9000000         -83706279.6005  -3298508.8841   0.0000          0.0000          0.0000          -80407770.7164  -65101710.8949  2709.9129       4960.5136       1424.4952       0.05160760      0.07741140      0.07741140      0.15482281      0.01290190      0.15482281      0.15482281      0.31619926      
9100000         -83698263.8295  -3299396.5204   0.0000          0.0000          0.0000          -80398867.3091  -65092644.2228  2543.2086       4959.5359       1423.9770       0.05161776      0.07742663      0.07742663      0.15485327      0.01290444      0.15485327      0.15485327      0.31606474      
9200000         -83707808.9643  -3302268.6167   0.0000          0.0000          0.0000          -80405540.3476  -65099378.9036  2612.6365       4961.7491       1425.1499       0.05159476      0.07739214      0.07739214      0.15478427      0.01289869      0.15478427      0.15478427      0.31636947      
9300000         -83724275.2954  -3313632.3754   0.0000          0.0000          0.0000          -80410642.9200  -65104548.9796  2693.8990       4965.6605       1427.2226       0.05155410      0.07733115      0.07733115      0.15466229      0.01288852      0.15466229      0.15466229      0.31690821      
9400000         -83708550.1396  -3300787.7603   0.0000          0.0000          0.0000          -80407762.3793  -65101653.7216  2667.9242       4962.4602       1425.5267       0.05158734      0.07738100      0.07738100      0.15476201      0.01289683      0.15476201      0.15476201      0.31646781      
9500000         -83714949.9276  -3309779.3120   0.0000          0.0000          0.0000          -80405170.6156  -65099078.4565  2689.5533       4963.9187       1426.2996       0.05157218      0.07735826      0.07735826      0.15471653      0.01289304      0.15471653      0.15471653      0.31666867      
9600000         -83704924.9982  -3297313.7560   0.0000          0.0000          0.0000          -80407611.2422  -65101610.5169  2765.4128       4959.4913       1423.9534       0.05161826      0.07742739      0.07742739      0.15485477      0.01290456      0.15485477      0.15485477      0.31605810      
9700000         -83726749.0346  -3312175.3277   0.0000          0.0000          0.0000          -80414573.7069  -65108562.6251  2774.2828       4964.9569       1426.8498       0.05156138      0.07734207      0.07734207      0.15468415      0.01289035      0.15468415      0.15468415      0.31681167      
9800000         -83749996.4023  -3323687.6683   0.0000          0.0000          0.0000          -80426308.7339  -65120242.8611  2731.7413       4968.4392       1428.6952       0.05152525      0.07728788      0.07728788      0.15457576      0.01288131      0.15457576      0.15457576      0.31729038      
9900000         -83729528.3250  -3313541.7725   0.0000          0.0000          0.0000          -80415986.5526  -65109899.4684  2704.2839       4966.6636       1427.7542       0.05154367      0.07731550      0.07731550      0.15463100      0.01288592      0.15463100      0.15463100      0.31704643      
10000000        -83748041.5942  -3322238.9872   0.0000          0.0000          0.0000          -80425802.6070  -65119821.0079  2823.8772       4970.6742       1429.8796       0.05150208      0.07725312      0.07725312      0.15450624      0.01287552      0.15450624      0.15450624      0.31759742      
10100000        -83755252.0259  -3322422.7567   0.0000          0.0000          0.0000          -80432829.2692  -65126747.0659  2727.7600       4971.9497       1430.5555       0.05148887      0.07723331      0.07723331      0.15446662      0.01287222      0.15446662      0.15446662      0.31777244      
10200000        -83755828.7550  -3328847.9773   0.0000          0.0000          0.0000          -80426980.7777  -65121068.7539  2907.3105       4974.6137       1431.9672       0.05146131      0.07719197      0.07719197      0.15438393      0.01286533      0.15438393      0.15438393      0.31813763      
10300000        -83766026.1985  -3342497.4386   0.0000          0.0000          0.0000          -80423528.7598  -65117531.4746  2845.0714       4981.1584       1435.4355       0.05139369      0.07709053      0.07709053      0.15418106      0.01284842      0.15418106      0.15418106      0.31903366      
10400000        -83751848.2815  -3337593.9073   0.0000          0.0000          0.0000          -80414254.3742  -65108230.7289  2807.8205       4978.0624       1433.7948       0.05142565      0.07713847      0.07713847      0.15427695      0.01285641      0.15427695      0.15427695      0.31861014      
10500000        -83727873.3520  -3319288.5798   0.0000          0.0000          0.0000          -80408584.7722  -65102635.4795  2843.1825       4966.9783       1427.9210       0.05154041      0.07731062      0.07731062      0.15462124      0.01288510      0.15462124      0.15462124      0.31708951      
10600000        -83729622.7479  -3310822.7084   0.0000          0.0000          0.0000          -80418800.0395  -65112709.5186  2694.6635       4964.9057       1426.8227       0.05156192      0.07734288      0.07734288      0.15468575      0.01289048      0.15468575      0.15468575      0.31680459      
10700000        -83729981.1290  -3308469.4637   0.0000          0.0000          0.0000          -80421511.6653  -65115254.7785  2532.0631       4965.9762       1427.3899       0.05155081      0.07732621      0.07732621      0.15465242      0.01288770      0.15465242      0.15465242      0.31695179      
10800000        -83725583.1531  -3313252.2304   0.0000          0.0000          0.0000          -80412330.9227  -65106180.9109  2644.4625       4967.5466       1428.2221       0.05153452      0.07730178      0.07730178      0.15460357      0.01288363      0.15460357      0.15460357      0.31716758      
10900000        -83750868.6933  -3337324.2142   0.0000          0.0000          0.0000          -80413544.4790  -65107365.5695  2642.1659       4975.1086       1432.2295       0.05145618      0.07718427      0.07718427      0.15436855      0.01286405      0.15436855      0.15436855      0.31820559      
11000000        -83776644.8234  -3355223.3191   0.0000          0.0000          0.0000          -80421421.5042  -65115417.4649  2825.3246       4977.4649       1433.4782       0.05143182      0.07714773      0.07714773      0.15429546      0.01285796      0.15429546      0.15429546      0.31852836      
11100000        -83717338.0124  -3306282.2408   0.0000          0.0000          0.0000          -80411055.7716  -65105153.7956  2883.0739       4964.8675       1426.8024       0.05156235      0.07734352      0.07734352      0.15468704      0.01289059      0.15468704      0.15468704      0.31679889      
11200000        -83712271.5153  -3297060.6127   0.0000          0.0000          0.0000          -80415210.9026  -65109311.3759  2865.2438       4959.1026       1423.7474       0.05162226      0.07743339      0.07743339      0.15486679      0.01290557      0.15486679      0.15486679      0.31600502      
11300000        -83758788.4311  -3335967.4883   0.0000          0.0000          0.0000          -80422820.9428  -65116840.6149  2839.7165       4974.8156       1432.0742       0.05145929      0.07718893      0.07718893      0.15437786      0.01286482      0.15437786      0.15437786      0.31816447      
11400000        -83780662.5385  -3349577.1586   0.0000          0.0000          0.0000          -80431085.3799  -65125095.3424  2837.7708       4977.0226       1433.2438       0.05143638      0.07715457      0.07715457      0.15430914      0.01285910      0.15430914      0.15430914      0.31846795      
11500000        -83781089.3158  -3354860.0106   0.0000          0.0000          0.0000          -80426229.3053  -65120365.5665  2975.8811       4980.3804       1435.0232       0.05140171      0.07710256      0.07710256      0.15420512      0.01285043      0.15420512      0.15420512      0.31892740      
